dataset,epv_target,gb_ensemble,gb_local,gb_pooled,lr_ensemble,lr_fedavg5,lr_local,lr_merge,lr_pooled,n_partners,n_target,seed,target
acs_d10,26.1,-0.0014040020924224184,0.7567980774387161,-0.008840878925184592,-0.0069969317534620545,-0.0027685725125814464,0.7084015598700678,-0.0010853804016561774,0.0041309799077206,3,840,0,1
acs_d10,26.1,0.03048123276745085,0.7222319777246919,0.017258741958384838,0.007171007962055165,-0.0005839102938800522,0.6867414323226584,0.007922612193478007,0.009067806522097821,3,840,1,1
acs_d10,26.1,-0.03171325891671184,0.7695503854357288,-0.015704339893605868,0.01566246417827022,0.00802584656537264,0.7165187348301469,0.001546158393933128,0.01070258607402197,3,840,2,1
acs_d10,26.1,0.006167255092794477,0.7567980774387161,-0.005080427322493697,-0.00227145043704291,-0.0018607218818231797,0.7084015598700678,-0.0002550920273283186,-0.0020849445519800502,4,840,0,1
acs_d10,26.1,0.024900421375326665,0.7222319777246919,0.0376966634100081,0.003743139641357973,0.011260896318928904,0.6867414323226584,0.010742893376694207,0.01696310412416524,4,840,1,1
acs_d10,26.1,0.012319597803341797,0.7695503854357288,0.017703139074205287,0.027782599361926175,0.021314615319045993,0.7165187348301469,0.02285325957215323,0.022373872501327163,4,840,2,1
acs_d10,26.1,0.02920553448152874,0.7567980774387161,0.007920131635507643,0.001763863067240523,0.0017211095389414455,0.7084015598700678,0.0012928431999792434,0.0010900824986288526,1,840,0,1
acs_d10,26.1,0.03329578928259658,0.7222319777246919,0.03942974405937849,0.012227377846557586,0.009341588286230662,0.6867414323226584,0.01234735925164443,0.01723243730409474,1,840,1,1
acs_d10,26.1,0.0209801578220582,0.7695503854357288,0.0397670554239935,0.009182169428999853,0.010275941144724299,0.7165187348301469,0.011209455597073426,0.012324895414901893,1,840,2,1
acs_d10,26.1,0.027261205743098538,0.7567980774387161,0.01369690698988102,0.008398331570819262,0.007864673349343376,0.7084015598700678,0.00836116641572171,0.0063321723381910555,4,840,0,1
acs_d10,26.1,0.046723510035569404,0.7222319777246919,0.0701918319200634,0.01593328744997502,0.012076441245506553,0.6867414323226584,0.017401919115829112,0.0153311103712932,4,840,1,1
acs_d10,26.1,0.022741757174066124,0.7695503854357288,0.030437469068292367,0.02968229889882379,0.02328027506342567,0.7165187348301469,0.029950011626128425,0.027109021393440402,4,840,2,1
acs_d10,26.1,-0.007045982304443421,0.7567980774387161,-0.027590489338435997,-0.011770500593744071,0.0027963903106070775,0.7084015598700678,0.0038893641088374453,0.0034226094709957078,1,840,0,1
acs_d10,26.1,-0.021089551977420573,0.7222319777246919,0.009284714679193007,0.011723316265281225,0.00433817787429891,0.6867414323226584,0.005535251489600546,0.004936061949011417,1,840,1,1
acs_d10,26.1,-0.01134107110222582,0.7695503854357288,-0.02230204322979512,-0.009944225934847228,0.007235107416667996,0.7165187348301469,0.0072777206670334715,0.009371924965533074,1,840,2,1
acs_d10,26.1,-0.01730427229523379,0.7567980774387161,-0.009521123884949967,-0.009047272247596383,0.00235975859021198,0.7084015598700678,-0.016484356598548966,-0.014337900205924958,2,840,0,1
acs_d10,26.1,0.03414589931102452,0.7222319777246919,0.0010054492612951993,0.004663364024739325,0.011401246396544273,0.6867414323226584,0.009749595082992557,-0.013671868189236602,2,840,1,1
acs_d10,26.1,-0.01667079690166362,0.7695503854357288,-0.019865820353128005,0.015137742060458148,0.01999608859286195,0.7165187348301469,0.015979903153935382,0.00032469053362971234,2,840,2,1
acs_d10,26.1,0.00895065096877068,0.7567980774387161,0.009556437468415502,-0.002014423245239705,0.0018270851965473955,0.7084015598700678,0.0008683639515351116,-0.0027312942627555348,3,840,0,1
acs_d10,26.1,0.022166037409021677,0.7222319777246919,0.030668197510779427,0.02222647301276759,0.015322049767814927,0.6867414323226584,0.015556450870923166,0.021258435113838292,3,840,1,1
acs_d10,26.1,-0.015571012816366303,0.7695503854357288,0.007814129560410277,0.018858712091054386,0.009219803698275797,0.7165187348301469,0.014720139708180424,0.011339268889981602,3,840,2,1
