dataset,target,n_partners,n_target,n_min,n_partner_total,d_target,ratio_partner_to_target,events_target,epv_target,schema_jaccard,q_median,i2_median,benefit,helped
mimic-11site,MICU-care,2,5985,3483,8952,30,1.4957393483709274,1400,32.666666666666664,0.631578947368421,80.6325673710607,0.9751949676049484,-0.004148725627280303,0
mimic-11site,MICU-care,2,5985,3483,8952,30,1.4957393483709274,1400,32.666666666666664,0.631578947368421,42.63815043850505,0.9615938075543583,-0.0007236557206465322,0
mimic-11site,MICU-care,3,5985,2031,6796,30,1.1355054302422722,1400,32.666666666666664,0.6052631578947368,563.8636583421131,0.9946795648990384,-0.012693939312262703,0
mimic-11site,MICU-care,3,5985,2031,6796,30,1.1355054302422722,1400,32.666666666666664,0.6052631578947368,654.9910477305376,0.9954197847277537,-0.019395350178024018,0
mimic-11site,MICU-care,1,5985,2489,2489,30,0.4158730158730159,1400,32.666666666666664,0.967741935483871,28.05792751656392,0.960909428624038,-0.011335027929363584,0
mimic-11site,MICU-care,1,5985,2489,2489,30,0.4158730158730159,1400,32.666666666666664,0.967741935483871,50.315701357571605,0.9800789401916294,-0.008625671479883912,0
mimic-11site,MICU-care,2,5985,1880,4156,30,0.6944026733500418,1400,32.666666666666664,0.78125,387.6215991025216,0.9957336065965262,-0.010946638113598195,0
mimic-11site,MICU-care,2,5985,1880,4156,30,0.6944026733500418,1400,32.666666666666664,0.78125,277.2161073862185,0.9926793249720135,-0.00527230403928719,0
mimic-11site,MICU-care,1,5985,1880,1880,30,0.3141186299081036,1400,32.666666666666664,0.9375,192.54727741342919,0.9947283892623522,-0.0014590786931525934,0
mimic-11site,MICU-care,1,5985,1880,1880,30,0.3141186299081036,1400,32.666666666666664,0.9375,79.23585615887993,0.9873303207975443,-0.0015799458106243724,0
mimic-11site,MICU-meta,1,5469,2722,2722,27,0.4977143901993052,999,25.88888888888889,0.8620689655172413,68.98118706997818,0.9855032938330628,-0.02183551962460384,0
mimic-11site,MICU-meta,1,5469,2722,2722,27,0.4977143901993052,999,25.88888888888889,0.8620689655172413,58.60068055121322,0.982935351763943,-0.006578960911020615,0
mimic-11site,MICU-meta,2,5469,2722,8707,27,1.5920643627719875,999,25.88888888888889,0.7575757575757576,142.04806530947596,0.9857750877946696,-0.006517226354870231,0
mimic-11site,MICU-meta,2,5469,2722,8707,27,1.5920643627719875,999,25.88888888888889,0.7575757575757576,157.0982661187281,0.987169466941932,-0.010692861325368785,0
mimic-11site,MICU-meta,1,5469,1535,1535,27,0.28067288352532455,999,25.88888888888889,0.8620689655172413,51.19526030601765,0.980466941782842,-0.026467338712698574,0
mimic-11site,MICU-meta,1,5469,1535,1535,27,0.28067288352532455,999,25.88888888888889,0.8620689655172413,140.42518943449457,0.9928787705109953,-0.023084273460295734,0
mimic-11site,MICU-meta,4,5469,1535,8331,27,1.5233132199670871,999,25.88888888888889,0.575,497.3139315492985,0.9929982196794225,-0.059040014685132314,0
mimic-11site,MICU-meta,4,5469,1535,8331,27,1.5233132199670871,999,25.88888888888889,0.575,434.4371247511488,0.991609702499749,-0.057787774619202814,0
mimic-11site,MICU-meta,1,5469,3483,3483,27,0.6368623148656062,999,25.88888888888889,0.631578947368421,55.88828636591177,0.9820915554798473,-0.03899452064693787,0
mimic-11site,MICU-meta,1,5469,3483,3483,27,0.6368623148656062,999,25.88888888888889,0.631578947368421,24.48839157558899,0.9586981595660351,-0.0079752636778892,0
mimic-11site,MICU-meta,2,5469,2031,5514,27,1.0082281952825014,999,25.88888888888889,0.631578947368421,86.17595252631907,0.9797775943247649,-0.024678583818305566,0
mimic-11site,MICU-meta,2,5469,2031,5514,27,1.0082281952825014,999,25.88888888888889,0.631578947368421,86.83074244411983,0.9779152764367349,-0.018674154097865325,0
mimic-11site,MICU-meta,3,5469,1527,10995,27,2.0104223806911685,999,25.88888888888889,0.631578947368421,286.39996973492464,0.9894870149849286,-0.009863722075514725,0
mimic-11site,MICU-meta,3,5469,1527,10995,27,2.0104223806911685,999,25.88888888888889,0.631578947368421,222.11086487576614,0.988657343779952,-0.01251630895053768,0
mimic-11site,MICU-meta,2,5469,1880,5363,27,0.9806180288901079,999,25.88888888888889,0.631578947368421,114.07426794267519,0.9876606975946812,-0.03428207792952259,0
