dataset,target,n_partners,n_target,n_partner_total,epv_target,lam_star,lam_best,lam_1se,lam_cv,lam_cw,d_local,d_extra,ap_never_merge,ap_always_merge,ap_epv_gate,ap_local_cv,ap_blend,ap_fix_025,ap_fix_050,ap_fix_075,ap_oracle_binary,ap_oracle_lambda,ap_blend_cw,ap_blend_1se,ap_blend_cv,ap_oracle_extrap,ap_oracle_rich,ap_pfedme_personal,ap_oracle_half,ap_oracle_honest,ap_blend_half,ap_ditto,ap_oracle_ditto,ap_oracle_lambda_cw,ap_gate_loso,cut_loso,ap_gate_bestcut
mimic4_sites,Cardiac Vascular Intensive Care Unit (CVICU),1,8420,7674,7.222222222222222,0.0,0.75,0.0,0.5,nan,36,-1,0.3173539991193024,0.3308670309417028,0.3308670309417028,0.3173539991193024,0.3173539991193024,0.3255103427196408,0.331336790554418,0.3359727037497007,0.3308670309417028,0.3359727037497007,nan,0.3173539991193024,0.331336790554418,0.3359727037497007,0.3359727037497007,nan,0.34017499129939793,0.3352237496818231,0.3224838404232613,nan,nan,nan,0.3173539991193024,2.103448275862069,0.3173539991193024
mimic4_sites,Cardiac Vascular Intensive Care Unit (CVICU),1,8420,7674,7.222222222222222,0.375,0.625,0.125,0.75,nan,36,-1,0.336894008870085,0.3378321907730366,0.3378321907730366,0.336894008870085,0.3433903412466328,0.34267411276829346,0.34594112682461314,0.3454592768775335,0.3378321907730366,0.3468590829377755,nan,0.3402853975802198,0.3454592768775335,0.3468590829377755,0.3468590829377755,nan,0.34946357964357877,0.34787719287963015,0.34846763524379687,nan,nan,nan,0.336894008870085,2.103448275862069,0.336894008870085
mimic4_sites,Cardiac Vascular Intensive Care Unit (CVICU),1,8420,7674,7.222222222222222,0.375,0.75,0.375,0.375,nan,36,-1,0.29803286006994156,0.31207904034815465,0.31207904034815465,0.29803286006994156,0.31201562541448835,0.3097565985913865,0.31485100913920405,0.31816937655245536,0.31207904034815465,0.31816937655245536,nan,0.31201562541448835,0.31201562541448835,0.31816937655245536,0.31816937655245536,nan,0.3279497707897103,0.32509857180718044,0.3179756551366365,nan,nan,nan,0.29803286006994156,2.103448275862069,0.29803286006994156
mimic4_sites,Cardiac Vascular Intensive Care Unit (CVICU),1,8420,7674,7.222222222222222,1.0,0.625,0.75,0.375,nan,36,-1,0.32187521962290294,0.3109583947923116,0.3109583947923116,0.3109583947923116,0.3109583947923116,0.32171597485966885,0.3250248782469163,0.31999465501625834,0.32187521962290294,0.325738199178455,nan,0.31999465501625834,0.3239411247269542,0.325738199178455,0.325738199178455,nan,0.3401736190846294,0.3342659911925721,0.32981586593699447,nan,nan,nan,0.32187521962290294,2.103448275862069,0.32187521962290294
mimic4_sites,Cardiac Vascular Intensive Care Unit (CVICU),1,8420,7674,7.222222222222222,1.0,0.0,0.875,0.625,nan,36,-1,0.35158335467847635,0.3235835459110414,0.3235835459110414,0.3235835459110414,0.3235835459110414,0.3486568838155634,0.3456660820385271,0.339093302201687,0.35158335467847635,0.35158335467847635,nan,0.33469021554433176,0.3448692809918709,0.35158335467847635,0.35158335467847635,nan,0.35792471871245835,0.353450113029915,0.3270682423118004,nan,nan,nan,0.35158335467847635,2.103448275862069,0.35158335467847635
mimic4_sites,Cardiac Vascular Intensive Care Unit (CVICU),4,8420,27413,7.222222222222222,0.125,0.75,0.0,0.5,nan,36,-1,0.3173539991193024,0.32409084941643945,0.32409084941643945,0.3173539991193024,0.32272378725594575,0.3269661748112649,0.3328418315959894,0.33492511819034004,0.32409084941643945,0.33492511819034004,nan,0.3173539991193024,0.3328418315959894,0.33492511819034004,0.33492511819034004,nan,0.33917104654290564,0.33529628995971295,0.32680165106744696,nan,nan,nan,0.3173539991193024,2.103448275862069,0.3173539991193024
mimic4_sites,Cardiac Vascular Intensive Care Unit (CVICU),4,8420,27413,7.222222222222222,0.0,0.75,0.0,0.625,nan,36,-1,0.336894008870085,0.3354031197298681,0.3354031197298681,0.336894008870085,0.336894008870085,0.34367464414197285,0.3488473861745264,0.35004910284186375,0.336894008870085,0.35004910284186375,nan,0.336894008870085,0.347959355872472,0.35004910284186375,0.35004910284186375,nan,0.3559394161435965,0.3498745082364941,0.34075258624119437,nan,nan,nan,0.336894008870085,2.103448275862069,0.336894008870085
mimic4_sites,Cardiac Vascular Intensive Care Unit (CVICU),4,8420,27413,7.222222222222222,0.625,0.5,0.375,0.5,nan,36,-1,0.29803286006994156,0.29177583031221843,0.29177583031221843,0.29803286006994156,0.3085758240498064,0.3080632046585467,0.30896525738934616,0.30465978482511824,0.29803286006994156,0.30896525738934616,nan,0.30785120304072455,0.30896525738934616,0.30896525738934616,0.30896525738934616,nan,0.31905025876658233,0.3163311459866982,0.3168649387982044,nan,nan,nan,0.29803286006994156,2.103448275862069,0.29803286006994156
mimic4_sites,Cardiac Vascular Intensive Care Unit (CVICU),4,8420,27413,7.222222222222222,0.875,0.375,0.75,0.5,nan,36,-1,0.32187521962290294,0.30036686243008676,0.30036686243008676,0.30036686243008676,0.31294053015016515,0.3233789068320178,0.31973218194116465,0.31799227366544436,0.32187521962290294,0.32391905490729755,nan,0.31799227366544436,0.31973218194116465,0.32391905490729755,0.32391905490729755,nan,0.3391446293034277,0.334569141416723,0.3311185121350816,nan,nan,nan,0.32187521962290294,2.103448275862069,0.32187521962290294
mimic4_sites,Cardiac Vascular Intensive Care Unit (CVICU),4,8420,27413,7.222222222222222,0.625,0.0,0.25,0.5,nan,36,-1,0.35158335467847635,0.2997632614755801,0.2997632614755801,0.35158335467847635,0.33804657982831754,0.3495521753114868,0.34691170621593903,0.3318910801346013,0.35158335467847635,0.35158335467847635,nan,0.3495521753114868,0.34691170621593903,0.35378180517455105,0.35378180517455105,nan,0.3599486480178491,0.35383990915303076,0.3389434672935192,nan,nan,nan,0.35158335467847635,2.103448275862069,0.35158335467847635
