target,seed,n_partners,epv,A_merge_rules_dAUPRC,A_merge_rules_dslope,A_merge_rules_dintercept,B_merge_dp_dAUPRC,B_merge_dp_dslope,B_merge_dp_dintercept
63,0,3,1.1111111111111112,-0.1428132526739733,-0.5394734919041151,0.05925586973929768,-0.03476631006980335,-0.402354478724443,0.018784996520100912
63,1,1,1.1111111111111112,0.0010684724906953047,0.05284320223079498,0.03649645114365444,0.017931484246635016,0.2922706223469431,0.021364356245447247
63,2,1,1.1111111111111112,-0.09408057228637445,-0.3500183646560006,-0.01166826003350499,-0.07633029208456071,-0.07070323205332463,0.0020044870539892706
63,3,2,1.1111111111111112,0.026536958114445258,0.06842347200358279,-0.1202660332885649,0.013754540398295573,0.3237674241057187,-0.05947798644695858
63,4,3,1.1111111111111112,0.08501546949923372,0.05911696922787671,0.037868242544901065,0.04369946141672759,0.030895581772555025,0.00779977950954959
63,5,1,1.1111111111111112,0.0869727066347955,-0.02848434882221529,-0.00660939341512734,0.014602261966161073,0.12933767065798518,0.0014612257300528064
63,6,3,1.1111111111111112,0.044990916333706776,0.1705067004706431,0.036307636978099,0.19213831319548358,0.5655872443904748,0.014803077338596093
63,7,3,1.1111111111111112,0.12197952548698132,0.4674285114386548,-0.04204726358098683,0.24512394022619027,0.8354643893510971,-0.02790637500894641
63,8,1,1.1111111111111112,0.06452351507498055,0.3504367673953506,-0.004098738966199805,0.01270816957091589,0.15883901716900428,-0.0006518613630712294
63,9,1,1.1111111111111112,0.20779617085006108,0.4441285799417483,0.0032756969018407217,0.1329056587310895,0.029435754558400307,-0.01673871426491355
66,0,2,0.5555555555555556,0.04545353640597402,0.09060076779920329,-0.12829964676383876,-0.08690008298045407,0.014064774977635808,-0.05471655134497749
66,1,1,0.5555555555555556,-0.016779085683986214,-0.1055200405669286,-0.03850946134997931,-0.017099384868949644,-0.21244520388748706,-0.013773421841733434
66,2,1,0.5555555555555556,-0.0017142672536768766,0.0972462182928574,-0.00998275123487525,0.0111444134962808,0.1817940100304476,-0.012848773455231853
66,3,2,0.5555555555555556,0.03674521177492414,0.3454842935481339,-0.072299574655099,0.03216411220943376,0.7058623017946832,-0.048069912297212164
66,4,3,0.5555555555555556,0.1577731445648647,0.5085829642498039,-0.10345624105212309,0.012284405357741557,0.22408790037627646,-0.0716952247417895
66,5,2,0.5555555555555556,0.033205517954968664,0.09676873652385498,-0.05171942516773424,-0.029745524325695133,-0.14551860500633018,-0.024551939668837938
66,6,3,0.5555555555555556,0.052238147691216916,0.3163760907408698,0.016545790413964027,0.036642621991470434,0.2722093170118042,-0.005396837904469834
66,7,2,0.5555555555555556,0.05156328667996309,0.3456701869398491,-0.1094401100116904,0.10705883054573503,0.8129010305877669,-0.035663282601191816
