dataset,target,n_partners,n_target,n_partner_total,epv_target,lam_star,lam_best,ap_never_merge,ap_always_merge,ap_epv_gate,ap_local_cv,ap_blend,ap_fix_025,ap_fix_050,ap_fix_075,ap_oracle_binary,ap_oracle_lambda,ap_gate_loso,cut_loso,ap_gate_bestcut
acs_ladder_5000,1,3,9062,24455,278.9,0.875,0.0,0.6829505771122582,0.6804333839785751,0.6829505771122582,0.6804333839785751,0.6811026635658034,0.6828052407247338,0.6824783043509597,0.6815910700658396,0.6829505771122582,0.6829505771122582,0.6829505771122582,0.0,0.6829505771122582
acs_ladder_5000,1,3,9062,24455,278.9,0.0,0.125,0.7121146058992917,0.7109582359783911,0.7121146058992917,0.7121146058992917,0.7121146058992917,0.7121205585129756,0.7120248487792495,0.7117781794884885,0.7121146058992917,0.7122668870990131,0.7121146058992917,0.0,0.7121146058992917
acs_ladder_5000,1,3,9062,24455,278.9,0.75,0.0,0.6944136004152521,0.6894442360483304,0.6944136004152521,0.6894442360483304,0.6909943571377348,0.6937995198750379,0.6926200722076734,0.6909943571377348,0.6944136004152521,0.6944136004152521,0.6944136004152521,0.0,0.6944136004152521
acs_ladder_5000,1,4,9062,56143,278.9,1.0,0.5,0.6829505771122582,0.6837060803502604,0.6829505771122582,0.6837060803502604,0.6837060803502604,0.683726482362088,0.6843093027012668,0.6840633217162697,0.6837060803502604,0.6843093027012668,0.6829505771122582,0.0,0.6829505771122582
acs_ladder_5000,1,4,9062,56143,278.9,0.125,0.875,0.7121146058992917,0.7153035699351222,0.7121146058992917,0.7121146058992917,0.7128243610414786,0.7133683499556064,0.7145094399101722,0.7152423935193463,0.7153035699351222,0.7154379429116284,0.7121146058992917,0.0,0.7121146058992917
acs_ladder_5000,1,4,9062,56143,278.9,1.0,0.25,0.6944136004152521,0.6923069741270887,0.6944136004152521,0.6923069741270887,0.6923069741270887,0.6945760529711861,0.6942258832208319,0.6933181124785329,0.6944136004152521,0.6945760529711861,0.6944136004152521,0.0,0.6944136004152521
acs_ladder_5000,1,1,9062,4713,278.9,0.875,0.5,0.6829505771122582,0.6836557067214502,0.6829505771122582,0.6836557067214502,0.6836386864684518,0.6832129533235324,0.6837623057108051,0.6837036442661006,0.6836557067214502,0.6837623057108051,0.6829505771122582,0.0,0.6829505771122582
acs_ladder_5000,1,1,9062,4713,278.9,0.125,1.0,0.7121146058992917,0.7151963235449614,0.7121146058992917,0.7121146058992917,0.7126813178093875,0.7131009153655701,0.713695412006879,0.7146851405086005,0.7151963235449614,0.7151963235449614,0.7121146058992917,0.0,0.7121146058992917
acs_ladder_5000,1,1,9062,4713,278.9,1.0,0.5,0.6944136004152521,0.6938955662943009,0.6944136004152521,0.6938955662943009,0.6938955662943009,0.6944858711844648,0.6946731557650653,0.6945424594357191,0.6944136004152521,0.6946731557650653,0.6944136004152521,0.0,0.6944136004152521
acs_ladder_5000,1,3,9062,52559,278.9,0.5,0.25,0.6829505771122582,0.6789669373685898,0.6829505771122582,0.6789669373685898,0.6827893666551457,0.6833502656430436,0.6827893666551457,0.6813609830437786,0.6829505771122582,0.6833502656430436,0.6829505771122582,0.0,0.6829505771122582
acs_ladder_5000,1,3,9062,52559,278.9,0.0,0.5,0.7121146058992917,0.7112227226782222,0.7121146058992917,0.7121146058992917,0.7121146058992917,0.7134862100537671,0.7140412906034843,0.7133616756162698,0.7121146058992917,0.7140412906034843,0.7121146058992917,0.0,0.7121146058992917
acs_ladder_5000,1,3,9062,52559,278.9,0.375,0.0,0.6944136004152521,0.6855928637103427,0.6944136004152521,0.6944136004152521,0.6929757356174693,0.6938217040435132,0.6918739483118899,0.6890732471379044,0.6944136004152521,0.6944136004152521,0.6944136004152521,0.0,0.6944136004152521
acs_ladder_5000,1,4,9062,33752,278.9,1.0,1.0,0.6829505771122582,0.6865645191991646,0.6829505771122582,0.6865645191991646,0.6865645191991646,0.684037431585302,0.6852127012019694,0.6859050041524849,0.6865645191991646,0.6865645191991646,0.6829505771122582,0.0,0.6829505771122582
acs_ladder_5000,1,4,9062,33752,278.9,1.0,1.0,0.7121146058992917,0.7163927731475762,0.7121146058992917,0.7163927731475762,0.7163927731475762,0.7134516248076077,0.7145135135759176,0.7155152719923358,0.7163927731475762,0.7163927731475762,0.7121146058992917,0.0,0.7121146058992917
acs_ladder_5000,1,4,9062,33752,278.9,1.0,0.5,0.6944136004152521,0.6942860617058164,0.6944136004152521,0.6942860617058164,0.6942860617058164,0.6947378142268529,0.6948481778189647,0.694690113372499,0.6944136004152521,0.6948481778189647,0.6944136004152521,0.0,0.6944136004152521
acs_ladder_5000,1,1,9062,6703,278.9,1.0,1.0,0.6829505771122582,0.6848234683280816,0.6829505771122582,0.6848234683280816,0.6848234683280816,0.6833151418425732,0.6839488356934604,0.6845059866245161,0.6848234683280816,0.6848234683280816,0.6829505771122582,0.0,0.6829505771122582
acs_ladder_5000,1,1,9062,6703,278.9,1.0,1.0,0.7121146058992917,0.7138697863491548,0.7121146058992917,0.7138697863491548,0.7138697863491548,0.7127043764064461,0.7129562750734375,0.7135768609829072,0.7138697863491548,0.7138697863491548,0.7121146058992917,0.0,0.7121146058992917
acs_ladder_5000,1,1,9062,6703,278.9,1.0,1.0,0.6944136004152521,0.6963396329264823,0.6944136004152521,0.6963396329264823,0.6963396329264823,0.6949447408495328,0.6957043596519459,0.6961999202525665,0.6963396329264823,0.6963396329264823,0.6944136004152521,0.0,0.6944136004152521
acs_ladder_5000,1,2,9062,50414,278.9,1.0,0.625,0.6829505771122582,0.6835771387738582,0.6829505771122582,0.6835771387738582,0.6835771387738582,0.6836952753937695,0.684058372028725,0.6839491341136077,0.6835771387738582,0.6841197941484212,0.6829505771122582,0.0,0.6829505771122582
acs_ladder_5000,1,2,9062,50414,278.9,0.0,0.75,0.7121146058992917,0.7147340046510344,0.7121146058992917,0.7121146058992917,0.7121146058992917,0.7136373629920438,0.7146028963328012,0.7151069202968627,0.7147340046510344,0.7151069202968627,0.7121146058992917,0.0,0.7121146058992917
acs_ladder_5000,1,2,9062,50414,278.9,0.75,0.25,0.6944136004152521,0.6912532948365815,0.6944136004152521,0.6912532948365815,0.6927426661913387,0.6944302878459901,0.6939173741954486,0.6927426661913387,0.6944136004152521,0.6944302878459901,0.6944136004152521,0.0,0.6944136004152521
acs_ladder_5000,1,3,9062,48279,278.9,0.625,0.25,0.6829505771122582,0.6795806588590148,0.6829505771122582,0.6795806588590148,0.6828666844597846,0.6835420126494216,0.6832451236135735,0.6819086099194304,0.6829505771122582,0.6835420126494216,0.6829505771122582,0.0,0.6829505771122582
acs_ladder_5000,1,3,9062,48279,278.9,0.0,0.625,0.7121146058992917,0.7119997857182312,0.7121146058992917,0.7121146058992917,0.7121146058992917,0.7137323479732695,0.7144901799030966,0.7141331504572951,0.7121146058992917,0.7145155938809862,0.7121146058992917,0.0,0.7121146058992917
acs_ladder_5000,1,3,9062,48279,278.9,0.375,0.0,0.6944136004152521,0.685848232402072,0.6944136004152521,0.6944136004152521,0.6931318082275414,0.6939726485753618,0.692239992460794,0.6896549945696941,0.6944136004152521,0.6944136004152521,0.6944136004152521,0.0,0.6944136004152521
acs_ladder_5000,1,3,9062,19480,278.9,0.125,0.375,0.6829505771122582,0.682315610796736,0.6829505771122582,0.6829505771122582,0.6831039925379342,0.6831234392291343,0.6831376963976574,0.6828895278439041,0.6829505771122582,0.6832335618751264,0.6829505771122582,0.0,0.6829505771122582
