dataset,target,seed,k_partners,epv_target,w_nweight,w_oracle,w_cv,auprc_merge,auprc_local,auprc_oracle,auprc_cv,auprc_w0,auprc_w1,auprc_w2,auprc_w3,auprc_w4,auprc_w5,auprc_w6,auprc_w7,auprc_w8,auprc_w9,auprc_w10
mimic_sites_unit_x_system,CCU-care,4,1,11.0,0.5726909320429202,0.6,0.4,0.37770941555256643,0.3819923971052196,0.38335548515189083,0.38303911425591486,0.37770941555256643,0.38004504622376145,0.3810033871157511,0.3830449753776239,0.38303911425591486,0.38249064742323935,0.38335548515189083,0.38240352657588106,0.38250369210347485,0.38279402857329975,0.3819923971052196
mimic_sites_unit_x_system,CCU-care,5,1,11.0,0.5726909320429202,0.1,0.8,0.3220156455783299,0.3178932024275514,0.3221009867030693,0.3196184834723801,0.3220156455783299,0.3221009867030693,0.3198965905837759,0.3185551652666997,0.3185150510998047,0.31888989533446266,0.31867337113188476,0.3192079406761116,0.3196184834723801,0.3196065253118037,0.3178932024275514
mimic_sites_unit_x_system,CCU-care,6,1,11.0,0.5726909320429202,0.1,0.9,0.29576782037308114,0.29279556909198845,0.29593639562651347,0.29323304873702727,0.29576782037308114,0.29593639562651347,0.29533168113796154,0.2951082621882115,0.2943334387689898,0.29421912268236244,0.29418263823690854,0.29392502323177716,0.2933387170380308,0.29323304873702727,0.29279556909198845
mimic_sites_unit_x_system,CCU-care,7,1,11.0,0.5726909320429202,0.7,0.1,0.33892787854438144,0.3436192970815573,0.3462861264293889,0.34008814299749063,0.33892787854438144,0.34008814299749063,0.341727229274245,0.34305548716873097,0.34452843052888665,0.34594807405521333,0.3460879712163957,0.3462861264293889,0.34546676459499276,0.3445939418781389,0.3436192970815573
mimic_sites_unit_x_system,CCU-care,8,1,11.0,0.5726909320429202,1.0,0.7,0.3329576579891753,0.34041616871988234,0.34041616871988234,0.3380706632494823,0.3329576579891753,0.3342787433928051,0.33599159262967193,0.33658160415804317,0.3367879799724927,0.3381832683900502,0.3386406869307173,0.3380706632494823,0.33856020448312096,0.3391005360436686,0.34041616871988234
mimic_sites_unit_x_system,CCU-care,9,1,11.0,0.5726909320429202,1.0,0.9,0.27929763893799825,0.29022035834423043,0.29022035834423043,0.288643639824641,0.27929763893799825,0.28063727504800884,0.2815517230885565,0.28272155564271456,0.28354845503014187,0.28463376809890567,0.28499004776063963,0.28614307585070137,0.28817084343011506,0.288643639824641,0.29022035834423043
mimic_sites_unit_x_system,CCU-care,0,4,11.0,0.18719482841620247,0.2,0.2,0.3017252450789096,0.3011757862859673,0.30432560200556924,0.30432560200556924,0.3017252450789096,0.30312140908677343,0.30432560200556924,0.3039965318876305,0.30404971727869606,0.3016951024795436,0.3006226134145316,0.29903525543453485,0.2986942740849095,0.3017268769357609,0.3011757862859673
mimic_sites_unit_x_system,CCU-care,1,4,11.0,0.18719482841620247,0.0,0.6,0.3777125264799913,0.344797553200458,0.3777125264799913,0.3599482911389556,0.3777125264799913,0.37621372427073385,0.37353589489346933,0.3713158370552125,0.3692487580330117,0.3634615159071814,0.3599482911389556,0.35692827790212683,0.3512011705015615,0.3481290917634888,0.344797553200458
mimic_sites_unit_x_system,CCU-care,2,4,11.0,0.18719482841620247,1.0,0.5,0.37468552086527424,0.38925842598746885,0.38925842598746885,0.38584034111477405,0.37468552086527424,0.37781472212731787,0.3795612623799624,0.38220120887976605,0.38288368068571266,0.38584034111477405,0.3877648609133236,0.38803807151168496,0.38814425297702704,0.38836218173862824,0.38925842598746885
mimic_sites_unit_x_system,CCU-care,3,4,11.0,0.18719482841620247,0.4,0.6,0.38520272144738177,0.38374656812657826,0.38951589347427645,0.3878146366490286,0.38520272144738177,0.38641602704718575,0.3864937272106972,0.3891824564314735,0.38951589347427645,0.38906671037383345,0.3878146366490286,0.3870157374119459,0.3850577210149669,0.38428810690178117,0.38374656812657826
