dataset,target,n_partners,n_target,n_partner_total,epv_target,lam_star,lam_best,lam_1se,lam_cv,lam_cw,d_local,d_extra,ap_never_merge,ap_always_merge,ap_epv_gate,ap_local_cv,ap_blend,ap_fix_025,ap_fix_050,ap_fix_075,ap_oracle_binary,ap_oracle_lambda,ap_blend_cw,ap_blend_1se,ap_blend_cv,ap_oracle_extrap,ap_oracle_rich,ap_oracle_half,ap_oracle_honest,ap_blend_half,ap_ditto,ap_oracle_ditto,ap_oracle_lambda_cw,ap_gate_loso,cut_loso,ap_gate_bestcut
mimic_sites_unit_x_system,CCU-care,4,2722,18539,11.0,0.625,0.625,0.375,0.5,1.0,27,13,0.3324202281767483,0.35288562884534064,0.3324202281767483,0.35288562884534064,0.36639061334737,0.34721133214696964,0.36234956433069837,0.36586781488125664,0.35288562884534064,0.36639061334737,0.35288562884534064,0.356116499448702,0.36234956433069837,0.36639061334737,0.36639061334737,0.3782379344291109,0.368173597154765,0.37630478577964255,0.3343642289050347,0.3355513434758673,0.36619763576857367,0.3324202281767483,10.709677419354838,0.3324202281767483
mimic_sites_unit_x_system,CCU-care,4,2722,18539,11.0,0.5,0.375,0.375,0.75,0.0,27,13,0.3663437326987684,0.3507411124036096,0.3663437326987684,0.3663437326987684,0.37281280237511844,0.3717837174061597,0.37281280237511844,0.3646484264208284,0.3663437326987684,0.3757666044487037,0.3494620072113595,0.3757666044487037,0.3646484264208284,0.3757666044487037,0.3757666044487037,0.3755873038685015,0.3755873038685015,0.37065766721609383,0.3665847110093469,0.3831300648404282,0.3547497875664223,0.3663437326987684,10.709677419354838,0.3663437326987684
mimic_sites_unit_x_system,CCU-care,4,2722,18539,11.0,0.75,0.125,0.5,0.625,0.625,27,13,0.43504555217210306,0.4093382759465804,0.43504555217210306,0.4093382759465804,0.4211741774339448,0.43367721817884036,0.4337089041937109,0.4211741774339448,0.43504555217210306,0.43737971389713654,0.4194967796258205,0.4337089041937109,0.4278403541100562,0.43737971389713654,0.43737971389713654,0.4415022914559241,0.4245867321056799,0.420543296459325,0.3985564460137259,0.4351650671548642,0.4288698774392261,0.43504555217210306,10.709677419354838,0.43504555217210306
mimic_sites_unit_x_system,CCU-care,4,2722,18539,11.0,1.0,0.25,0.625,0.625,1.0,27,13,0.4382711028454145,0.41702777448083655,0.4382711028454145,0.41702777448083655,0.41702777448083655,0.45189738300090937,0.4440773671337992,0.42791356215687487,0.4382711028454145,0.45189738300090937,0.41702777448083655,0.438868051738972,0.438868051738972,0.45189738300090937,0.45189738300090937,0.4643057310433202,0.42374982577315295,0.42079483244594146,0.418928400252825,0.4401779546061861,0.4218113129603437,0.4382711028454145,10.709677419354838,0.4382711028454145
mimic_sites_unit_x_system,CCU-care,4,2722,18539,11.0,0.25,0.5,0.25,0.625,0.0,27,13,0.3795614854165345,0.38828955273215743,0.3795614854165345,0.38828955273215743,0.3933991717779208,0.3933991717779208,0.4059892247254369,0.40156565974414515,0.38828955273215743,0.4059892247254369,0.38234905157771604,0.3933991717779208,0.4049444912028516,0.4059892247254369,0.4059892247254369,0.4137732627173833,0.4137732627173833,0.404439777340687,0.3928785334482404,0.39893733672197285,0.39115460754561293,0.3795614854165345,10.709677419354838,0.3795614854165345
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,0.875,0.375,0.875,0.75,0.5,27,7,0.33920629283910225,0.33375285428761314,0.33920629283910225,0.33375285428761314,0.337290239753552,0.34484109505227206,0.3452837460479847,0.33957154452267735,0.33920629283910225,0.34645447931265283,0.3372541672095531,0.337290239753552,0.33957154452267735,0.34645447931265283,0.34645447931265283,0.35765449795799653,0.3394169695753403,0.34558530230382817,0.35280438051845375,0.3529143925130864,0.3383319850192051,0.33920629283910225,10.709677419354838,0.33920629283910225
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,0.875,0.75,0.75,0.375,0.625,27,7,0.37122406614840175,0.39534093658062364,0.37122406614840175,0.39534093658062364,0.39779782409582365,0.383120280277703,0.39081179390555676,0.3988307650823479,0.39534093658062364,0.3988307650823479,0.3910701531649083,0.3988307650823479,0.38732442270630696,0.3988307650823479,0.3988307650823479,0.4021765110487971,0.39916650651565844,0.401414721518212,0.3957632839165598,0.40370145242798877,0.39534093658062364,0.37122406614840175,10.709677419354838,0.37122406614840175
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,0.375,0.5,0.375,0.75,0.375,27,7,0.385947497421666,0.3813911373909065,0.385947497421666,0.385947497421666,0.3923681307172772,0.39178738310876665,0.3924100331274652,0.3885534526486044,0.385947497421666,0.3924100331274652,0.40024773607807923,0.3923681307172772,0.3885534526486044,0.3924100331274652,0.3924100331274652,0.4083967285694157,0.3995995211198119,0.4048038306633507,0.368523374425375,0.3875441801225742,0.4030194159108229,0.385947497421666,10.709677419354838,0.385947497421666
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,0.625,0.75,0.375,0.375,0.5,27,7,0.3691527082720559,0.3910349091186746,0.3691527082720559,0.3910349091186746,0.3931299049855,0.38176327175261116,0.39096602431364363,0.39428571544218893,0.3910349091186746,0.39428571544218893,0.39763508596903707,0.3889422104480015,0.3889422104480015,0.39428571544218893,0.39428571544218893,0.4035165666787173,0.37191054116036837,0.39124540115965983,0.3745762429919195,0.3798852276995007,0.39763508596903707,0.3691527082720559,10.709677419354838,0.3691527082720559
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,1.0,0.125,0.875,1.0,1.0,27,7,0.3712891493331875,0.35371680013035134,0.3712891493331875,0.35371680013035134,0.35371680013035134,0.3692299858349342,0.36671187029923646,0.3586203560135936,0.3712891493331875,0.3719716713669106,0.35371680013035134,0.3581985508666676,0.35371680013035134,0.37217733861086816,0.37217733861086816,0.3839386084981505,0.37583648428162975,0.3666464720854432,0.3741605806986284,0.37596647336717537,0.36256679518832075,0.3712891493331875,10.709677419354838,0.3712891493331875
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,0.375,0.5,0.25,0.625,0.0,27,7,0.3412729409916229,0.33719615908764766,0.3412729409916229,0.33719615908764766,0.35393258109836834,0.3481434813497118,0.3589593596090148,0.3518413162453977,0.3412729409916229,0.3589593596090148,0.34428469486748703,0.3481434813497118,0.3587007181616798,0.3589593596090148,0.3589593596090148,0.3563359110510873,0.3563359110510873,0.3563359110510873,0.34689202282843073,0.3611052466197229,0.3493540245668616,0.3412729409916229,10.709677419354838,0.3412729409916229
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,0.25,0.375,0.25,0.75,0.25,27,7,0.3427093048383347,0.33984633998072233,0.3427093048383347,0.3427093048383347,0.3436638341864324,0.3436638341864324,0.34664698601137445,0.3419558886731392,0.3427093048383347,0.3466979452613495,0.3425823593398061,0.3436638341864324,0.3419558886731392,0.3466979452613495,0.3466979452613495,0.36898850292955837,0.3295460521029493,0.3502467798818206,0.34226515523893564,0.345097545334382,0.3425823593398061,0.3427093048383347,10.709677419354838,0.3427093048383347
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,0.25,0.875,0.25,0.625,0.625,27,7,0.39580752005994585,0.41902532620079086,0.39580752005994585,0.39580752005994585,0.4078613575433169,0.4078613575433169,0.41436220566780946,0.4217089151633555,0.41902532620079086,0.4220089832079082,0.4221734039571501,0.4078613575433169,0.4177357601324977,0.4220089832079082,0.4220089832079082,0.429860417436027,0.4243564719690105,0.4161793444801001,0.41392038716415636,0.4154113946095598,0.4246789721596583,0.39580752005994585,10.709677419354838,0.39580752005994585
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,0.375,0.25,0.25,0.75,0.75,27,7,0.3443337106131557,0.34521523503022045,0.3443337106131557,0.34521523503022045,0.35103509229118174,0.3564313816442237,0.35021274164155025,0.35144657389104444,0.34521523503022045,0.3564313816442237,0.3519313807347178,0.3564313816442237,0.35144657389104444,0.3564313816442237,0.3564313816442237,0.37632644487504485,0.3382220451916552,0.35566040317161063,0.34255613711937216,0.3515045287684825,0.35818777006577074,0.3443337106131557,10.709677419354838,0.3443337106131557
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,0.25,1.0,0.0,0.5,0.5,27,7,0.28772664198940345,0.313189155866368,0.28772664198940345,0.28772664198940345,0.29627345497070795,0.29627345497070795,0.2994225909858299,0.3065428936594128,0.313189155866368,0.313189155866368,0.30863003496639296,0.28772664198940345,0.2994225909858299,0.3158513695899977,0.3158513695899977,0.3182148317664969,0.3065034678864744,0.29854172562157866,0.29790385908759437,0.3026318176231745,0.3140206868397525,0.28772664198940345,10.709677419354838,0.28772664198940345
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,0.75,1.0,0.375,0.625,0.625,27,7,0.3324202281767483,0.371343166329548,0.3324202281767483,0.3324202281767483,0.36793977578250925,0.34919604661015324,0.3587044025477225,0.36793977578250925,0.371343166329548,0.371343166329548,0.3700706040101508,0.35571944442814235,0.36587387821821826,0.371343166329548,0.371343166329548,0.38669055188496515,0.3544068849920302,0.3786064173114368,0.3428887529751332,0.34722277996232026,0.3720205070589772,0.3324202281767483,10.709677419354838,0.3324202281767483
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,0.125,0.625,0.0,0.875,0.0,27,7,0.3663437326987684,0.3700445288461634,0.3663437326987684,0.3663437326987684,0.37185290016061356,0.37491135965006883,0.37787205225348675,0.3765331324621729,0.3700445288461634,0.3792080970268764,0.37145833162000697,0.3663437326987684,0.37257576503882067,0.3792080970268764,0.3792080970268764,0.37903126069120896,0.3753260806404546,0.3666041340787589,0.3682364022152147,0.3814433561300327,0.3739450168460233,0.3663437326987684,10.709677419354838,0.3663437326987684
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,1.0,0.375,0.75,0.75,0.75,27,7,0.43504555217210306,0.42141908934447697,0.43504555217210306,0.42141908934447697,0.42141908934447697,0.43738207271518675,0.43528188886408337,0.42816119352951726,0.43504555217210306,0.43775448573702225,0.42687287912249294,0.42816119352951726,0.42816119352951726,0.43775448573702225,0.43775448573702225,0.44187738217526173,0.419119771291465,0.424754739566536,0.4275677465659532,0.4324146277527974,0.4426558057128175,0.43504555217210306,10.709677419354838,0.43504555217210306
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,1.0,0.25,1.0,0.625,0.875,27,7,0.4382711028454145,0.4071333380288214,0.4382711028454145,0.4071333380288214,0.4071333380288214,0.44468275223875775,0.43571162812249836,0.4234519016383815,0.4382711028454145,0.44468275223875775,0.4134923584986455,0.4071333380288214,0.43182198260127336,0.44468275223875775,0.44468275223875775,0.45454584313260016,0.42806004786953683,0.4162001493812806,0.4183478480172254,0.4422584126002587,0.4299364081119706,0.4382711028454145,10.709677419354838,0.4382711028454145
mimic_sites_unit_x_system,CCU-care,3,2722,13431,11.0,0.375,0.625,0.375,0.875,0.5,27,7,0.3795614854165345,0.3787302654593376,0.3795614854165345,0.3787302654593376,0.38539621676215674,0.3832910556331063,0.38661734687029853,0.38657551306503996,0.3795614854165345,0.3866456682864428,0.38772190267472584,0.38539621676215674,0.38491278727935896,0.3866456682864428,0.3866456682864428,0.4018249933017193,0.3873609681656495,0.39770319776287755,0.38922925979998796,0.38922925979998796,0.38772190267472584,0.3795614854165345,10.709677419354838,0.3795614854165345
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.0,0.125,0.0,0.5,0.25,27,12,0.33920629283910225,0.32474823208953324,0.33920629283910225,0.33920629283910225,0.33920629283910225,0.33882169344966895,0.33760372272542005,0.3338122219228263,0.33920629283910225,0.3399491949761668,0.32173436902412594,0.33920629283910225,0.33760372272542005,0.3399491949761668,0.3399491949761668,0.3526291073811382,0.34101546870318356,0.3470771117215673,0.33927747524778684,0.33932196652758134,0.3260849042281518,0.33920629283910225,10.709677419354838,0.33920629283910225
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.375,0.5,0.25,0.375,0.5,27,12,0.37122406614840175,0.36548344356817974,0.37122406614840175,0.36548344356817974,0.3737439014686363,0.37335338856243383,0.3751092631610691,0.3703764003229729,0.37122406614840175,0.3751092631610691,0.36214083262803126,0.37335338856243383,0.3737439014686363,0.3751092631610691,0.3751092631610691,0.3823540389303585,0.37652971312362304,0.3768007013722803,0.3645360448481994,0.3785477254152812,0.36548344356817974,0.37122406614840175,10.709677419354838,0.37122406614840175
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.25,0.375,0.125,0.25,0.0,27,12,0.385947497421666,0.3760523820755021,0.385947497421666,0.385947497421666,0.3896731103308772,0.3896731103308772,0.38994439126493063,0.3847160689392897,0.385947497421666,0.3925447348367897,0.3916191622933245,0.3892982152231556,0.3896731103308772,0.3925447348367897,0.3925447348367897,0.40369723613484787,0.40369723613484787,0.4010055927381931,0.37487742909685007,0.3890004218881698,0.3933289718140557,0.385947497421666,10.709677419354838,0.385947497421666
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.5,0.375,0.5,0.375,1.0,27,12,0.3691527082720559,0.36320265255891304,0.3691527082720559,0.36320265255891304,0.3697422840703784,0.3710696128201109,0.3697422840703784,0.36798950694318033,0.3691527082720559,0.37301061950522074,0.36320265255891304,0.3697422840703784,0.37301061950522074,0.37301061950522074,0.37301061950522074,0.37889430000137836,0.3742383482466811,0.3775974344578758,0.3500826716312897,0.36948939792489577,0.37782589359372426,0.3691527082720559,10.709677419354838,0.3691527082720559
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.25,0.5,0.25,0.5,0.75,27,12,0.3712891493331875,0.36996130237415753,0.3712891493331875,0.36996130237415753,0.380413883469414,0.380413883469414,0.3834553903910998,0.37951659880311245,0.3712891493331875,0.3834553903910998,0.37226138821200716,0.380413883469414,0.3834553903910998,0.3834553903910998,0.3834553903910998,0.4003312494787441,0.3936282443972675,0.392304850754728,0.38941040673092536,0.3902581214408121,0.37226138821200716,0.3712891493331875,10.709677419354838,0.3712891493331875
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.5,0.75,0.5,0.375,0.875,27,12,0.3412729409916229,0.35757761443907615,0.3412729409916229,0.3412729409916229,0.3554390491525436,0.34662866889536437,0.3554390491525436,0.35827207816368245,0.35757761443907615,0.35827207816368245,0.3541935362318665,0.3554390491525436,0.35152820653892486,0.35827207816368245,0.35827207816368245,0.3636718426500921,0.34671350016457736,0.35298670230648055,0.3479203013207262,0.3594587612674225,0.35757761443907615,0.3412729409916229,10.709677419354838,0.3412729409916229
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.0,0.0,0.0,0.75,0.125,27,12,0.3427093048383347,0.3226349744706958,0.3427093048383347,0.3427093048383347,0.3427093048383347,0.33926487074346207,0.33562211660446833,0.3311277056411753,0.3427093048383347,0.3427093048383347,0.3176129559639488,0.3427093048383347,0.3311277056411753,0.3427093048383347,0.3427093048383347,0.3529964909336544,0.3529964909336544,0.3529964909336544,0.342242942618091,0.34423127088521643,0.32493171430047546,0.3427093048383347,10.709677419354838,0.3427093048383347
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.25,0.25,0.0,0.875,0.625,27,12,0.39580752005994585,0.38073898253911453,0.39580752005994585,0.39580752005994585,0.39670646137793936,0.39670646137793936,0.3942197590636302,0.39190475742769515,0.39580752005994585,0.39670646137793936,0.3842770595573692,0.39580752005994585,0.38812856522732775,0.39670646137793936,0.39670646137793936,0.40617852245444563,0.40617852245444563,0.4035340313160374,0.3929695957707828,0.3948684702634464,0.3842770595573692,0.39580752005994585,10.709677419354838,0.39580752005994585
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.375,0.625,0.375,0.625,1.0,27,12,0.3443337106131557,0.3434212882134635,0.3443337106131557,0.3443337106131557,0.35210181657198225,0.35296494998296635,0.3508369894994105,0.35073999240259357,0.3443337106131557,0.3534664422774632,0.3434212882134635,0.35210181657198225,0.3534664422774632,0.3534664422774632,0.3534664422774632,0.36008797808934945,0.33857022907058737,0.3505954593979579,0.33800524618667616,0.3487267723510695,0.34933878491425085,0.3443337106131557,10.709677419354838,0.3443337106131557
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.375,0.125,0.0,0.5,0.75,27,12,0.28772664198940345,0.2748862890074055,0.28772664198940345,0.28772664198940345,0.2878797680018503,0.2881980827178517,0.2859618514938532,0.2788544166532458,0.28772664198940345,0.2894380238566391,0.28183495459972124,0.28772664198940345,0.2859618514938532,0.2894380238566391,0.2894380238566391,0.29455477533947494,0.28671186694011774,0.29004849274128947,0.2800402668391838,0.2895780814139649,0.28915912896519746,0.28772664198940345,10.709677419354838,0.28772664198940345
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.75,0.875,0.75,0.625,0.5,27,12,0.3324202281767483,0.3460935151317004,0.3324202281767483,0.3460935151317004,0.34604636454516563,0.3385516767411032,0.3454699569592844,0.34604636454516563,0.3460935151317004,0.34762612132773285,0.3420907586822979,0.34604636454516563,0.34589789226981055,0.34762612132773285,0.34762612132773285,0.3626920973743042,0.35595824311620483,0.3585969359945915,0.3384926707337831,0.34038152438537556,0.3460935151317004,0.3324202281767483,10.709677419354838,0.3324202281767483
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.25,0.5,0.125,0.375,0.0,27,12,0.3663437326987684,0.36087186663799936,0.3663437326987684,0.3663437326987684,0.3723933625949021,0.3723933625949021,0.3742104405472514,0.36789961454392955,0.3663437326987684,0.3742104405472514,0.3397234988175838,0.36869600098772426,0.3715528222093277,0.3742104405472514,0.3742104405472514,0.37403486251301554,0.3664209608021139,0.3680645027164533,0.3675933044558384,0.38785758982610113,0.36087186663799936,0.3663437326987684,10.709677419354838,0.3663437326987684
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.625,0.0,0.5,0.75,0.75,27,12,0.43504555217210306,0.40496316982463665,0.43504555217210306,0.40496316982463665,0.41727243812094134,0.43032794187026735,0.4252971431028986,0.4140373166451715,0.43504555217210306,0.43504555217210306,0.4077299269834518,0.4252971431028986,0.4140373166451715,0.43504555217210306,0.43504555217210306,0.4362424139001908,0.4362424139001908,0.4131188805630531,0.4285531293451905,0.4323997931426601,0.41688137913391843,0.43504555217210306,10.709677419354838,0.43504555217210306
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,1.0,0.375,0.875,0.375,1.0,27,12,0.4382711028454145,0.4382515495582977,0.4382711028454145,0.4382515495582977,0.4382515495582977,0.44309573924285117,0.44453625187798995,0.4421304295412901,0.4382711028454145,0.4457795319792975,0.4382515495582977,0.44151731645501496,0.4457795319792975,0.4457795319792975,0.4457795319792975,0.4508912204988551,0.4330633177293406,0.43740986651511893,0.4056111987985812,0.43664042313596013,0.4444639431015654,0.4382711028454145,10.709677419354838,0.4382711028454145
mimic_sites_unit_x_system,CCU-care,1,2722,4976,11.0,0.625,0.375,0.625,0.375,0.875,27,12,0.3795614854165345,0.3931640916298861,0.3795614854165345,0.3931640916298861,0.3934226175744842,0.390261557068998,0.39357055590043755,0.3922225140973126,0.3931640916298861,0.3943078261019115,0.3929715145109384,0.3934226175744842,0.3943078261019115,0.3943078261019115,0.3943078261019115,0.40879639997830175,0.40745477288610243,0.4038476974892103,0.3848638211719167,0.3907128130659159,0.3931640916298861,0.3795614854165345,10.709677419354838,0.3795614854165345
mimic_sites_unit_x_system,CCU-care,1,2722,2902,11.0,0.0,0.125,0.0,0.375,0.25,27,13,0.33920629283910225,0.31833696007230045,0.33920629283910225,0.33920629283910225,0.33920629283910225,0.33671727194415035,0.33512961215900555,0.32850190856308187,0.33920629283910225,0.3406975577570823,0.3163413060264224,0.33920629283910225,0.34049162407870065,0.3406975577570823,0.3406975577570823,0.35011176466402505,0.35011176466402505,0.3470771117215673,0.3379880999900767,0.34456296627346944,0.3184541248039134,0.33920629283910225,10.709677419354838,0.33920629283910225
mimic_sites_unit_x_system,CCU-care,1,2722,2902,11.0,0.75,0.25,0.75,0.25,0.375,27,13,0.37122406614840175,0.36227183597928697,0.37122406614840175,0.36227183597928697,0.36840569782861,0.380232028604492,0.3749908580847214,0.36840569782861,0.37122406614840175,0.380232028604492,0.367334110092542,0.36840569782861,0.380232028604492,0.380232028604492,0.380232028604492,0.3910425925373252,0.36132013446061806,0.37349644912587276,0.36468441675645275,0.3718640640517205,0.37178223060273863,0.37122406614840175,10.709677419354838,0.37122406614840175
mimic_sites_unit_x_system,CCU-care,1,2722,2902,11.0,0.125,0.5,0.0,0.375,0.0,27,13,0.385947497421666,0.4008945891478532,0.385947497421666,0.385947497421666,0.39792016740152886,0.40243403472049966,0.4099691568108057,0.40792413911771136,0.4008945891478532,0.4099691568108057,0.40306338117132245,0.385947497421666,0.40818342599043345,0.4099691568108057,0.4099691568108057,0.42538203865033797,0.4218035734272628,0.40911413097609817,0.38715204683705967,0.3958501732772701,0.4057201130953442,0.385947497421666,10.709677419354838,0.385947497421666
mimic_sites_unit_x_system,CCU-care,1,2722,2902,11.0,0.375,0.625,0.375,0.25,0.25,27,13,0.3691527082720559,0.3913102340131748,0.3691527082720559,0.3691527082720559,0.39326024945234733,0.38721723375634387,0.39532331581539304,0.3956245087964173,0.3913102340131748,0.396349527331364,0.3949957025633546,0.39326024945234733,0.38721723375634387,0.396349527331364,0.396349527331364,0.403176212421684,0.39594618264503634,0.4002711926195905,0.36919303456894537,0.36919303456894537,0.39605000596129386,0.3691527082720559,10.709677419354838,0.3691527082720559
