dataset,target,n_partners,n_target,n_partner_total,epv_target,lam_star,ap_never_merge,ap_always_merge,ap_epv_gate,ap_local_cv,ap_blend,ap_oracle
acs_full_income,1,3,15587,59997,484.7,0.0,0.695831316313759,0.6895771895831653,0.695831316313759,0.695831316313759,0.695831316313759,0.695831316313759
acs_full_income,1,3,15587,59997,484.7,0.0,0.6894427889908658,0.6835589872906116,0.6894427889908658,0.6894427889908658,0.6894427889908658,0.6894427889908658
acs_full_income,1,3,15587,59997,484.7,0.0,0.7045774616212324,0.6974754103444136,0.7045774616212324,0.7045774616212324,0.7045774616212324,0.7045774616212324
acs_full_income,1,4,15587,134141,484.7,0.0,0.695831316313759,0.6963995160241612,0.695831316313759,0.695831316313759,0.695831316313759,0.6963995160241612
acs_full_income,1,4,15587,134141,484.7,0.25,0.6894427889908658,0.6896448344196054,0.6894427889908658,0.6894427889908658,0.6899919682663248,0.6896448344196054
acs_full_income,1,4,15587,134141,484.7,0.375,0.7045774616212324,0.7032945239346505,0.7045774616212324,0.7045774616212324,0.7046761804744068,0.7045774616212324
acs_full_income,1,1,15587,4713,484.7,0.0,0.695831316313759,0.6967666501303319,0.695831316313759,0.695831316313759,0.695831316313759,0.6967666501303319
acs_full_income,1,1,15587,4713,484.7,0.5,0.6894427889908658,0.6901160822393972,0.6894427889908658,0.6901160822393972,0.6898036248483524,0.6901160822393972
acs_full_income,1,1,15587,4713,484.7,0.625,0.7045774616212324,0.7046569709584358,0.7045774616212324,0.7046569709584358,0.7046877040089355,0.7046569709584358
acs_full_income,1,3,15587,190110,484.7,0.0,0.695831316313759,0.6917438866129151,0.695831316313759,0.695831316313759,0.695831316313759,0.695831316313759
acs_full_income,1,3,15587,190110,484.7,0.125,0.6894427889908658,0.6863358229083212,0.6894427889908658,0.6894427889908658,0.6895750422767026,0.6894427889908658
acs_full_income,1,3,15587,190110,484.7,0.0,0.7045774616212324,0.6996693290588505,0.7045774616212324,0.7045774616212324,0.7045774616212324,0.7045774616212324
acs_full_income,1,4,15587,53925,484.7,0.0,0.695831316313759,0.6966438208158188,0.695831316313759,0.695831316313759,0.695831316313759,0.6966438208158188
acs_full_income,1,4,15587,53925,484.7,0.375,0.6894427889908658,0.6902425278446059,0.6894427889908658,0.6894427889908658,0.6899645693989953,0.6902425278446059
acs_full_income,1,4,15587,53925,484.7,0.375,0.7045774616212324,0.7046849149775961,0.7045774616212324,0.7045774616212324,0.7050635418850113,0.7046849149775961
acs_full_income,1,1,15587,15807,484.7,0.0,0.695831316313759,0.6984693291101497,0.695831316313759,0.695831316313759,0.695831316313759,0.6984693291101497
acs_full_income,1,1,15587,15807,484.7,0.0,0.6894427889908658,0.6902915797811524,0.6894427889908658,0.6894427889908658,0.6894427889908658,0.6902915797811524
acs_full_income,1,1,15587,15807,484.7,1.0,0.7045774616212324,0.7042770525956891,0.7045774616212324,0.7042770525956891,0.7042770525956891,0.7045774616212324
acs_full_income,1,2,15587,59079,484.7,0.125,0.695831316313759,0.6949662926579399,0.695831316313759,0.695831316313759,0.69609736578688,0.695831316313759
acs_full_income,1,2,15587,59079,484.7,0.375,0.6894427889908658,0.6893893036310659,0.6894427889908658,0.6894427889908658,0.6902837091397828,0.6894427889908658
acs_full_income,1,2,15587,59079,484.7,0.25,0.7045774616212324,0.7030502816051101,0.7045774616212324,0.7045774616212324,0.7047562317464543,0.7045774616212324
acs_full_income,1,3,15587,112251,484.7,0.0,0.695831316313759,0.688921219066879,0.695831316313759,0.695831316313759,0.695831316313759,0.695831316313759
acs_full_income,1,3,15587,112251,484.7,0.25,0.6894427889908658,0.6847894830616668,0.6894427889908658,0.6894427889908658,0.6898379952302864,0.6894427889908658
acs_full_income,1,3,15587,112251,484.7,0.0,0.7045774616212324,0.6974412140736264,0.7045774616212324,0.7045774616212324,0.7045774616212324,0.7045774616212324
acs_full_income,1,3,15587,30876,484.7,0.0,0.695831316313759,0.6928521389048498,0.695831316313759,0.695831316313759,0.695831316313759,0.695831316313759
acs_full_income,1,3,15587,30876,484.7,0.125,0.6894427889908658,0.6870788957097836,0.6894427889908658,0.6894427889908658,0.6892684043348727,0.6894427889908658
acs_full_income,1,3,15587,30876,484.7,0.0,0.7045774616212324,0.701351500187595,0.7045774616212324,0.7045774616212324,0.7045774616212324,0.7045774616212324
acs_full_income,1,1,15587,62135,484.7,0.0,0.695831316313759,0.6927342705837346,0.695831316313759,0.695831316313759,0.695831316313759,0.695831316313759
acs_full_income,1,1,15587,62135,484.7,0.125,0.6894427889908658,0.6875693240457716,0.6894427889908658,0.6894427889908658,0.6894156593305542,0.6894427889908658
acs_full_income,1,1,15587,62135,484.7,0.0,0.7045774616212324,0.7021109714987782,0.7045774616212324,0.7045774616212324,0.7045774616212324,0.7045774616212324
acs_full_income,1,1,15587,34003,484.7,0.0,0.695831316313759,0.6955446620990374,0.695831316313759,0.695831316313759,0.695831316313759,0.695831316313759
acs_full_income,1,1,15587,34003,484.7,0.0,0.6894427889908658,0.688571960832585,0.6894427889908658,0.6894427889908658,0.6894427889908658,0.6894427889908658
acs_full_income,1,1,15587,34003,484.7,0.0,0.7045774616212324,0.703260303976197,0.7045774616212324,0.7045774616212324,0.7045774616212324,0.7045774616212324
acs_full_income,1,2,15587,37067,484.7,0.0,0.695831316313759,0.6955363912425573,0.695831316313759,0.695831316313759,0.695831316313759,0.695831316313759
acs_full_income,1,2,15587,37067,484.7,0.0,0.6894427889908658,0.6886214121028472,0.6894427889908658,0.6894427889908658,0.6894427889908658,0.6894427889908658
acs_full_income,1,2,15587,37067,484.7,0.0,0.7045774616212324,0.7034504195856526,0.7045774616212324,0.7045774616212324,0.7045774616212324,0.7045774616212324
acs_full_income,2,4,2482,407653,96.0,0.25,0.6960227423707737,0.6817351200015845,0.6960227423707737,0.6960227423707737,0.6927383842951632,0.6960227423707737
acs_full_income,2,4,2482,407653,96.0,0.25,0.7193841260187841,0.7151045819105322,0.7193841260187841,0.7193841260187841,0.7193322854091877,0.7193841260187841
acs_full_income,2,4,2482,407653,96.0,0.0,0.7554021912089248,0.7413356891974991,0.7554021912089248,0.7554021912089248,0.7554021912089248,0.7554021912089248
acs_full_income,2,3,2482,53946,96.0,0.25,0.6960227423707737,0.6894884116418832,0.6960227423707737,0.6960227423707737,0.6946483502988847,0.6960227423707737
acs_full_income,2,3,2482,53946,96.0,0.25,0.7193841260187841,0.7193738863453667,0.7193841260187841,0.7193841260187841,0.7201451282449837,0.7193841260187841
acs_full_income,2,3,2482,53946,96.0,0.0,0.7554021912089248,0.744524079472246,0.7554021912089248,0.7554021912089248,0.7554021912089248,0.7554021912089248
