dataset,epv_target,gb_ensemble,gb_local,gb_pooled,lr_ensemble,lr_fedavg5,lr_local,lr_merge,lr_pooled,n_partners,n_target,seed,target
acs_d65,4.015384615384615,-0.011522571246724289,0.7584643717496972,-0.02228475379087025,0.03150171339476315,0.014504688691719392,0.6987040560279476,0.03121733176735264,0.019125507707272615,3,840,0,1
acs_d65,4.015384615384615,0.007404862317565097,0.7046648887238853,0.004411941457300506,0.04109103781557766,0.03663473960539809,0.6538275158810161,0.05068887748944517,0.0484449474542189,3,840,1,1
acs_d65,4.015384615384615,-0.01530612105115503,0.7558660024731645,-0.0026088133289245974,0.04629306945588474,0.03861900306405808,0.6943491181144055,0.034087657543314,0.05327048708822324,3,840,2,1
acs_d65,4.015384615384615,-0.0029922110543197933,0.7584643717496972,0.008723856416902875,0.02714950852894371,0.01846558285239841,0.6987040560279476,0.030249907199279447,0.038972955082413385,4,840,0,1
acs_d65,4.015384615384615,0.020525515126228133,0.7046648887238853,0.049936950444213535,0.06032215996102708,0.051882137932028116,0.6538275158810161,0.05431785877236761,0.06990208734059378,4,840,1,1
acs_d65,4.015384615384615,0.015565598694301297,0.7558660024731645,0.04847736766814692,0.06920401062275727,0.05491501955499234,0.6943491181144055,0.07696810780831731,0.07653493077630935,4,840,2,1
acs_d65,4.015384615384615,0.021279110155876135,0.7584643717496972,-0.002876440586221607,0.03250252295853162,0.019959091045807953,0.6987040560279476,0.03205222442728928,0.03413477728124559,1,840,0,1
acs_d65,4.015384615384615,0.048619492216732896,0.7046648887238853,0.04200684287905054,0.04241387977744804,0.03726945196717624,0.6538275158810161,0.03807172561612071,0.04622259625149172,1,840,1,1
acs_d65,4.015384615384615,0.009263908933714204,0.7558660024731645,0.015952930406398114,0.05092992580719102,0.03642934952184096,0.6943491181144055,0.050921589254884214,0.05725309715609128,1,840,2,1
acs_d65,4.015384615384615,0.025353395188492445,0.7584643717496972,0.0164966975606593,0.03947875461928896,0.02524026142297142,0.6987040560279476,0.024127394600828467,0.0438064897006204,4,840,0,1
acs_d65,4.015384615384615,0.04666641920363224,0.7046648887238853,0.06569999135049576,0.09221938283943865,0.05170646920717592,0.6538275158810161,0.06935777157316148,0.07302719993964979,4,840,1,1
acs_d65,4.015384615384615,0.021638693168135492,0.7558660024731645,0.0548988281181928,0.06790473363886462,0.054529522095003835,0.6943491181144055,0.0749109273255053,0.07710839636385969,4,840,2,1
acs_d65,4.015384615384615,-0.038906752882864604,0.7584643717496972,-0.010292035228465335,-0.027295601176514306,0.024617913819648507,0.6987040560279476,0.007283934718855356,0.03194519279876895,1,840,0,1
acs_d65,4.015384615384615,-0.033204486392649835,0.7046648887238853,0.043550297865821985,0.03995339895790173,0.034595656089124294,0.6538275158810161,0.015607676257501257,-0.00024527100020843573,1,840,1,1
acs_d65,4.015384615384615,-0.027408191422973127,0.7558660024731645,-0.014566025986267661,0.007670281662527367,0.03226353085997413,0.6943491181144055,0.01837146010773949,0.022125156838378346,1,840,2,1
acs_d65,4.015384615384615,-0.008039080800195442,0.7584643717496972,-0.028492949283029367,0.008459590570057185,0.0167662517813979,0.6987040560279476,-0.0032216976413389498,-0.010783231769148416,2,840,0,1
acs_d65,4.015384615384615,0.03250020127845732,0.7046648887238853,0.007909918102409264,0.05205227733924578,0.04560714902374485,0.6538275158810161,0.045939624677236335,0.012219575260772997,2,840,1,1
acs_d65,4.015384615384615,-0.017826504437049917,0.7558660024731645,-0.01791626038734373,0.024656787974095207,0.04067762930316521,0.6943491181144055,0.03562508729935243,0.00028427414244258653,2,840,2,1
acs_d65,4.015384615384615,-0.002339040198429565,0.7584643717496972,0.024164847349347984,0.009632378241596906,0.01851100013766016,0.6987040560279476,0.007411929517417204,0.03762903589945066,3,840,0,1
acs_d65,4.015384615384615,0.024224925709876777,0.7046648887238853,0.04881304394505204,0.08668439662798333,0.057041426928078454,0.6538275158810161,0.05335991040456278,0.08231462539987222,3,840,1,1
acs_d65,4.015384615384615,-0.016351560734512827,0.7558660024731645,0.02363961513034374,0.049731178289256994,0.04612977184551803,0.6943491181144055,0.039772884359870475,0.06522314572986287,3,840,2,1
acs_d65,4.015384615384615,0.026741598952177092,0.7584643717496972,0.03507201051199105,0.03715315206219405,0.01755112171039963,0.6987040560279476,0.03789384624772152,0.04804845059913598,3,840,0,1
acs_d65,4.015384615384615,0.05292469926604115,0.7046648887238853,0.06933093398006174,0.05446676285147145,0.04078125487758577,0.6538275158810161,0.05559296071679942,0.06641983406353502,3,840,1,1
acs_d65,4.015384615384615,0.03219790800019218,0.7558660024731645,0.047775417948679455,0.05122813198492615,0.04026223553986252,0.6943491181144055,0.05155344010350582,0.06892337064532184,3,840,2,1
acs_d65,4.015384615384615,0.015454358446666094,0.7584643717496972,0.009834165243611803,0.026656319994951216,0.020380223475256254,0.6987040560279476,0.03297281337836655,0.03843422486802528,1,840,0,1
acs_d65,4.015384615384615,-0.009077395536626565,0.7046648887238853,0.0431024782724686,0.028001425157822668,0.03501308240623158,0.6538275158810161,0.014941442746858602,0.03921334684920463,1,840,1,1
acs_d65,4.015384615384615,-0.0006910748002771916,0.7558660024731645,0.018732348624988182,0.03876755566922285,0.0370439406327151,0.6943491181144055,0.02877636614324197,0.04863541541341998,1,840,2,1
