dataset,target,n_partners,n_target,n_min,n_partner_total,d_target,ratio_partner_to_target,events_target,epv_target,schema_jaccard,q_median,i2_median,benefit,helped,loc_AUPRC,loc_Brier,loc_AUROC,loc_cal_slope,loc_cal_intercept,mrg_AUPRC,mrg_Brier,mrg_AUROC,mrg_cal_slope,mrg_cal_intercept
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,87.04252450981463,0.9653580094044947,0.0008140194340866269,1,0.1292621897313046,0.03414349138071756,0.6870549664463911,0.6057756632114023,-0.12249726163524424,0.13007620916539123,0.033240144300002036,0.769888837662005,0.958161691842716,0.1605693509946248
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,87.22210014197903,0.9647459563988394,0.007180216210975671,1,0.09977967002863072,0.03394494402256225,0.7562112596690742,0.81860514453614,-0.0396980436515833,0.1069598862396064,0.03359812654094613,0.7727063162747809,0.9376002265098967,0.09047197516107312
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,151.7002139639191,0.9792427221178943,0.015761465400461194,1,0.14643249080074852,0.03350833921052518,0.6730700271502486,0.5953175856950277,0.0835500839039855,0.16219395620120972,0.03326951615984147,0.738333077198914,0.8347008113771017,0.15473149501014027
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,87.49238730653764,0.9629707995543849,0.002839253446440926,1,0.06779840881429396,0.03614364208523709,0.6744531530147021,0.45226386482322595,-0.026360073683915,0.07063766226073488,0.03486806509229404,0.6969417550330412,0.6070807881742241,0.19711225947690572
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,112.5278346194711,0.9718289715395543,-0.01421885081214963,0,0.16845799944014664,0.032782980412482905,0.7212232979867835,0.6775878962523486,-0.05896911966471301,0.154239148627997,0.03306550715079467,0.7329030275088366,0.8264009290182138,0.06276062996442248
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,13.749132383114318,0.9144280930748736,-0.03061440550718933,0,0.1292621897313046,0.03414349138071756,0.6870549664463911,0.6057756632114023,-0.12249726163524424,0.09864778422411527,0.03401202047176406,0.7200963065416731,0.7579106228653941,0.06508327198918538
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,83.16295196840414,0.9865796001399014,0.02104585446638116,1,0.09977967002863072,0.03394494402256225,0.7562112596690742,0.81860514453614,-0.0396980436515833,0.12082552449501188,0.0333979185998724,0.7840786844936223,0.9077243094119795,0.04037199500208523
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,43.558753538187226,0.975171618486044,-0.02690158825892651,0,0.14643249080074852,0.03350833921052518,0.6730700271502486,0.5953175856950277,0.0835500839039855,0.11953090254182201,0.033586829621043895,0.7391527073408125,0.740322571421361,0.13145092917065587
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,35.064369244413655,0.9679438469944555,-0.005631481665247441,0,0.06779840881429396,0.03614364208523709,0.6744531530147021,0.45226386482322595,-0.026360073683915,0.062166927149046515,0.036042388067482445,0.6652323139183443,0.43248905708091784,0.010117784286337956
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,23.60056759515371,0.9563605583625845,-0.037636985356411606,0,0.16845799944014664,0.032782980412482905,0.7212232979867835,0.6775878962523486,-0.05896911966471301,0.13082101408373503,0.03376343029268692,0.720403667844885,0.5901082543139594,-0.017121048687654503
fm_ct0_zip3,010,4,1750,1750,7000,16,4.0,89,3.875,1.0,113.57235349540508,0.9645831952665258,-0.03426300564769237,0,0.1292621897313046,0.03414349138071756,0.6870549664463911,0.6057756632114023,-0.12249726163524424,0.09499918408361223,0.03415913222758012,0.7424312279084063,0.8196904434758261,0.22369857591065861
fm_ct0_zip3,010,4,1750,1750,7000,16,4.0,89,3.875,1.0,191.56776217833843,0.9787264015369193,0.02461997208180762,1,0.09977967002863072,0.03394494402256225,0.7562112596690742,0.81860514453614,-0.0396980436515833,0.12439964211043834,0.033424605996499976,0.7543670918498028,0.8870751527477203,0.1994705735181986
fm_ct0_zip3,010,4,1750,1750,7000,16,4.0,89,3.875,1.0,246.5455149766335,0.9837287413556481,-0.023804195061515057,0,0.14643249080074852,0.03350833921052518,0.6730700271502486,0.5953175856950277,0.0835500839039855,0.12262829573923346,0.033604819140670636,0.7588750576302443,0.9327783531586461,0.22809027730502424
fm_ct0_zip3,010,4,1750,1750,7000,16,4.0,89,3.875,1.0,217.35670626059488,0.9812606139111415,-0.0010878059233308535,0,0.06779840881429396,0.03614364208523709,0.6744531530147021,0.45226386482322595,-0.026360073683915,0.0667106028909631,0.035350207805818254,0.7004764100199785,0.5740139386951548,0.21144746086000185
fm_ct0_zip3,010,4,1750,1750,7000,16,4.0,89,3.875,1.0,167.56583216499425,0.9738900431423534,-0.047969906537864745,0,0.16845799944014664,0.032782980412482905,0.7212232979867835,0.6775878962523486,-0.05896911966471301,0.12048809290228189,0.033881313673282475,0.7370524051021976,0.7505742475389763,0.08456237071253439
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,126.66311008684463,0.9762619136689957,-0.016817447227050877,0,0.1292621897313046,0.03414349138071756,0.6870549664463911,0.6057756632114023,-0.12249726163524424,0.11244474250425372,0.033719689642107045,0.7462220173146867,0.9732568686756151,0.09680540218656335
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,89.68125231717374,0.9646238521168551,0.010813139839939354,1,0.09977967002863072,0.03394494402256225,0.7562112596690742,0.81860514453614,-0.0396980436515833,0.11059280986857008,0.03354853165004641,0.7652784181138261,1.0906800317299468,0.0876167616028151
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,109.47816796164037,0.9725224035190618,-0.022423857775157846,0,0.14643249080074852,0.03350833921052518,0.6730700271502486,0.5953175856950277,0.0835500839039855,0.12400863302559068,0.033626401771227145,0.7289585574509503,1.0375927103460592,0.19263329540502483
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,102.6254349977371,0.9612319171667743,-0.0001488945291017313,0,0.06779840881429396,0.03614364208523709,0.6744531530147021,0.45226386482322595,-0.026360073683915,0.06764951428519222,0.035062484954116985,0.6814712361047078,0.6044057845338505,0.05520726921089977
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,77.15461270857409,0.9607389712129525,-0.006820601935759729,0,0.16845799944014664,0.032782980412482905,0.7212232979867835,0.6775878962523486,-0.05896911966471301,0.1616373975043869,0.033186956413993766,0.7507812099789969,1.103344847793167,0.06543545832634227
fm_ct0_zip3,010,4,1750,1750,7000,16,4.0,89,3.875,1.0,179.4247714254104,0.974307134692248,-0.022167815016921305,0,0.1292621897313046,0.03414349138071756,0.6870549664463911,0.6057756632114023,-0.12249726163524424,0.1070943747143833,0.03379696027905746,0.7495005378822807,0.8924583633141019,0.24966868844320972
fm_ct0_zip3,010,4,1750,1750,7000,16,4.0,89,3.875,1.0,108.97271761464717,0.9626441143668107,0.010525196787054727,1,0.09977967002863072,0.03394494402256225,0.7562112596690742,0.81860514453614,-0.0396980436515833,0.11030486681568545,0.033540082703385064,0.769581476358793,0.9738023081672954,0.1921646552441466
fm_ct0_zip3,010,4,1750,1750,7000,16,4.0,89,3.875,1.0,169.91544275055227,0.9764247417697047,-0.007296147072675285,0,0.14643249080074852,0.03350833921052518,0.6730700271502486,0.5953175856950277,0.0835500839039855,0.13913634372807324,0.03344646411092085,0.7591824189334563,1.0515514742369618,0.2985785671431616
fm_ct0_zip3,010,4,1750,1750,7000,16,4.0,89,3.875,1.0,169.66977980428334,0.9764239362170679,0.006897411059873321,1,0.06779840881429396,0.03614364208523709,0.6744531530147021,0.45226386482322595,-0.026360073683915,0.07469581987416728,0.03491381252488691,0.7050356026842887,0.6668752641751741,0.22612453047398678
fm_ct0_zip3,010,4,1750,1750,7000,16,4.0,89,3.875,1.0,104.70181226496922,0.9612774487285177,-0.03544752685718655,0,0.16845799944014664,0.032782980412482905,0.7212232979867835,0.6775878962523486,-0.05896911966471301,0.1330104725829601,0.03382833116631869,0.7188156344449567,0.7260856325849315,0.21790147061214496
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,27.76043719319007,0.9639427687797502,-0.02992269740468062,0,0.1292621897313046,0.03414349138071756,0.6870549664463911,0.6057756632114023,-0.12249726163524424,0.09933949232662398,0.03392459784925912,0.7375646739408842,0.9179219428889094,0.2240611534705263
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,10.933889231845008,0.9049535327514882,-0.009442928279215154,0,0.09977967002863072,0.03394494402256225,0.7562112596690742,0.81860514453614,-0.0396980436515833,0.09033674174941557,0.034001838925476285,0.739664976179499,0.8387478815621123,0.1906696047944067
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,12.949556678301043,0.9214907153823908,-0.03549922068971395,0,0.14643249080074852,0.03350833921052518,0.6730700271502486,0.5953175856950277,0.0835500839039855,0.11093327011103457,0.033797690427737864,0.7263459863736489,0.9514539241354905,0.24734296864219368
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,48.44119313311418,0.9775514189242609,-0.0040905150483343256,0,0.06779840881429396,0.03614364208523709,0.6744531530147021,0.45226386482322595,-0.026360073683915,0.06370789376595963,0.03486493088505548,0.678602530608063,0.625784857879996,0.21272629270068594
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,25.13569424653205,0.9571856494856046,-0.05826856552871364,0,0.16845799944014664,0.032782980412482905,0.7212232979867835,0.6775878962523486,-0.05896911966471301,0.110189433911433,0.034019663116864794,0.7166128784386046,0.6330611722153752,0.1619004889017084
fm_ct0_zip3,010,2,1750,1750,3500,16,2.0,89,3.875,1.0,81.99872373998481,0.9755421303076566,-0.02527969450470907,0,0.1292621897313046,0.03414349138071756,0.6870549664463911,0.6057756632114023,-0.12249726163524424,0.10398249522659553,0.03401675305312308,0.7408431945084781,0.7963953197590002,-0.016746632506493855
fm_ct0_zip3,010,2,1750,1750,3500,16,2.0,89,3.875,1.0,74.43711992507558,0.973107779133194,-0.003375891897098554,0,0.09977967002863072,0.03394494402256225,0.7562112596690742,0.81860514453614,-0.0396980436515833,0.09640377813153217,0.034058261543987944,0.7417140515342452,0.8102519158842835,0.00953948884965456
fm_ct0_zip3,010,2,1750,1750,3500,16,2.0,89,3.875,1.0,124.65384974685344,0.9839271034506334,-0.014425718335129928,0,0.14643249080074852,0.03350833921052518,0.6730700271502486,0.5953175856950277,0.0835500839039855,0.1320067724656186,0.03336787337049419,0.7367962706828544,0.828609853789624,0.16119986645940432
fm_ct0_zip3,010,2,1750,1750,3500,16,2.0,89,3.875,1.0,91.73595126751026,0.9781515957494437,-0.003632268631012181,0,0.06779840881429396,0.03614364208523709,0.6744531530147021,0.45226386482322595,-0.026360073683915,0.06416614018328178,0.03541590959394754,0.6849034373239076,0.5361179408077683,0.03823187536627537
fm_ct0_zip3,010,2,1750,1750,3500,16,2.0,89,3.875,1.0,59.1297089742995,0.9661743547128914,-0.008189953472344663,0,0.16845799944014664,0.032782980412482905,0.7212232979867835,0.6775878962523486,-0.05896911966471301,0.16026804596780198,0.03292133045732491,0.7700425183136109,1.110026429533062,-0.028333316147710758
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,73.2476034776684,0.9590427302909978,-0.03252636345488956,0,0.1292621897313046,0.03414349138071756,0.6870549664463911,0.6057756632114023,-0.12249726163524424,0.09673582627641504,0.034177678188036235,0.7274729778187593,0.7542562793283328,0.5388127948125437
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,90.42420805251524,0.9655001125787559,0.0059095030250957276,1,0.09977967002863072,0.03394494402256225,0.7562112596690742,0.81860514453614,-0.0396980436515833,0.10568917305372645,0.03399372469214265,0.7587213769786384,0.8411795002548622,0.5749133387570946
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,82.60926840399034,0.9634929873192923,-0.02278547595554925,0,0.14643249080074852,0.03350833921052518,0.6730700271502486,0.5953175856950277,0.0835500839039855,0.12364701484519927,0.033842717348599394,0.768403258029814,0.9710996507563753,0.6925505323092761
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,93.51907556529584,0.9678135488360998,-0.00019234103610656084,0,0.06779840881429396,0.03614364208523709,0.6744531530147021,0.45226386482322595,-0.026360073683915,0.0676060677781874,0.03520802815949488,0.7008862250909277,0.5792336076205388,0.5251212393813317
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,78.26369672782585,0.9606653114742922,-0.06494080557191663,0,0.16845799944014664,0.032782980412482905,0.7212232979867835,0.6775878962523486,-0.05896911966471301,0.10351719386823001,0.03412176932424579,0.7194815839352492,0.7358114425134934,0.4675121021804327
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,65.88300640824411,0.9538005486876899,-0.014368793596335541,0,0.1292621897313046,0.03414349138071756,0.6870549664463911,0.6057756632114023,-0.12249726163524424,0.11489339613496906,0.03367201841147526,0.7475539162952717,0.9061853667199727,0.37200595794948876
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,64.62670940441956,0.9528369716334596,0.01696101883549364,1,0.09977967002863072,0.03394494402256225,0.7562112596690742,0.81860514453614,-0.0396980436515833,0.11674068886412436,0.033398128578630816,0.7719379130167512,0.9991549337485535,0.2210104451407121
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,122.89356710036111,0.9750768335580893,0.0014162384395846883,1,0.14643249080074852,0.03350833921052518,0.6730700271502486,0.5953175856950277,0.0835500839039855,0.1478487292403332,0.033440939723746836,0.728548742380001,0.9474597473726921,0.3717128278013694
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,145.62139725704844,0.9793544549176362,0.006691173775708464,1,0.06779840881429396,0.03614364208523709,0.6744531530147021,0.45226386482322595,-0.026360073683915,0.07448958259000242,0.034665970295160976,0.7002202756006353,0.6971501019600556,0.32827361490752116
fm_ct0_zip3,010,3,1750,1750,5250,16,3.0,89,3.875,1.0,99.3777317698459,0.9680017599754505,-0.015835689412880494,0,0.16845799944014664,0.032782980412482905,0.7212232979867835,0.6775878962523486,-0.05896911966471301,0.15262231002726614,0.03335569493100663,0.7341324727216844,0.8697427506127627,0.2490664870184539
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,22.452368702084378,0.9554126302973246,0.0050307424323633165,1,0.1292621897313046,0.03414349138071756,0.6870549664463911,0.6057756632114023,-0.12249726163524424,0.13429293216366792,0.03373413197068469,0.7182521387224015,0.7481456628290677,0.060979582146073866
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,9.0439109329381,0.871597556596597,-0.0016388549093730997,0,0.09977967002863072,0.03394494402256225,0.7562112596690742,0.81860514453614,-0.0396980436515833,0.09814081511925762,0.03387979652199886,0.7513959325854208,0.861772631494151,0.047162921443956396
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,8.499692980550051,0.8815846272967864,-0.0030524411454720124,0,0.14643249080074852,0.03350833921052518,0.6730700271502486,0.5953175856950277,0.0835500839039855,0.1433800496552765,0.033333311247672644,0.753137646636955,0.8833981354681478,0.13687574525611212
fm_ct0_zip3,010,1,1750,1750,1750,16,1.0,89,3.875,1.0,21.629134251438064,0.9533843562108568,-0.0069823253933843366,0,0.06779840881429396,0.03614364208523709,0.6744531530147021,0.45226386482322595,-0.026360073683915,0.06081608342090962,0.03561131704235681,0.6846473029045643,0.5409572684815802,0.05854083242838251
