dataset,target,n_partners,n_target,n_partner_total,epv_target,lam_star,lam_best,lam_cw,d_local,d_extra,ap_never_merge,ap_always_merge,ap_epv_gate,ap_local_cv,ap_blend,ap_fix_025,ap_fix_050,ap_fix_075,ap_oracle_binary,ap_oracle_lambda,ap_blend_cw,ap_oracle_lambda_cw,ap_gate_loso,cut_loso,ap_gate_bestcut
acs_span_traveltime,1,3,2805,7242,68.9375,0.0,0.75,nan,16,-1,0.4920490465625485,0.4989901621384595,0.4920490465625485,0.4920490465625485,0.4920490465625485,0.4946236008560483,0.49860339986378016,0.5005607526461373,0.4989901621384595,0.5005607526461373,nan,nan,0.4920490465625485,6.375,0.4920490465625485
acs_span_traveltime,1,3,2805,7242,68.9375,0.0,0.5,nan,16,-1,0.5174488412643259,0.5032288698755043,0.5174488412643259,0.5174488412643259,0.5174488412643259,0.5216419027403612,0.5236250722208421,0.5184074263994753,0.5174488412643259,0.5236250722208421,nan,nan,0.5174488412643259,6.375,0.5174488412643259
acs_span_traveltime,1,3,2805,7242,68.9375,0.0,0.25,nan,16,-1,0.49803228855667053,0.48474427971963086,0.49803228855667053,0.49803228855667053,0.49803228855667053,0.49922057127855907,0.4960109234712602,0.4912289359313941,0.49803228855667053,0.49922057127855907,nan,nan,0.49803228855667053,6.375,0.49803228855667053
acs_span_traveltime,1,3,2805,7242,68.9375,0.75,0.0,nan,16,-1,0.49340895418557706,0.4618569021494687,0.49340895418557706,0.4618569021494687,0.47523468634146604,0.4896451401257677,0.48512285686938406,0.47523468634146604,0.49340895418557706,0.49340895418557706,nan,nan,0.49340895418557706,6.375,0.49340895418557706
acs_span_traveltime,1,3,2805,7242,68.9375,0.0,0.875,nan,16,-1,0.5008161351518932,0.5195606962965869,0.5008161351518932,0.5008161351518932,0.5008161351518932,0.5070631802172598,0.5131757687175573,0.5190153336226402,0.5195606962965869,0.5211385777937083,nan,nan,0.5008161351518932,6.375,0.5008161351518932
acs_span_traveltime,1,4,2805,3250,68.9375,0.0,0.0,nan,16,-1,0.4920490465625485,0.4596023383340027,0.4920490465625485,0.4920490465625485,0.4920490465625485,0.49024510059926046,0.4871552645670494,0.47455401026473776,0.4920490465625485,0.4920490465625485,nan,nan,0.4920490465625485,6.375,0.4920490465625485
acs_span_traveltime,1,4,2805,3250,68.9375,0.25,0.125,nan,16,-1,0.5174488412643259,0.48913741916526254,0.5174488412643259,0.5174488412643259,0.5167641311535718,0.5167641311535718,0.5134304110236989,0.5053863133946274,0.5174488412643259,0.5175973656989632,nan,nan,0.5174488412643259,6.375,0.5174488412643259
acs_span_traveltime,1,4,2805,3250,68.9375,0.0,0.75,nan,16,-1,0.49803228855667053,0.5089781570375638,0.49803228855667053,0.49803228855667053,0.49803228855667053,0.5041113562146395,0.5079968969796309,0.5118082732431287,0.5089781570375638,0.5118082732431287,nan,nan,0.49803228855667053,6.375,0.49803228855667053
acs_span_traveltime,1,4,2805,3250,68.9375,0.25,0.125,nan,16,-1,0.49340895418557706,0.46486307693793016,0.49340895418557706,0.49340895418557706,0.49189981433801033,0.49189981433801033,0.4872209327524506,0.47711746190351134,0.49340895418557706,0.4938541304103945,nan,nan,0.49340895418557706,6.375,0.49340895418557706
acs_span_traveltime,1,4,2805,3250,68.9375,0.0,0.25,nan,16,-1,0.5008161351518932,0.4798526546452023,0.5008161351518932,0.5008161351518932,0.5008161351518932,0.5020502683609129,0.49936686400684516,0.49012164389128016,0.5008161351518932,0.5020502683609129,nan,nan,0.5008161351518932,6.375,0.5008161351518932
acs_span_traveltime,1,1,2805,697,68.9375,0.0,0.0,nan,16,-1,0.4920490465625485,0.48735853336331425,0.4920490465625485,0.4920490465625485,0.4920490465625485,0.49180948248389017,0.4901898376222312,0.4891162090666142,0.4920490465625485,0.4920490465625485,nan,nan,0.4920490465625485,6.375,0.4920490465625485
acs_span_traveltime,1,1,2805,697,68.9375,0.0,0.0,nan,16,-1,0.5174488412643259,0.5066372018539935,0.5174488412643259,0.5174488412643259,0.5174488412643259,0.5156653347624063,0.5133988474863013,0.5104810369142663,0.5174488412643259,0.5174488412643259,nan,nan,0.5174488412643259,6.375,0.5174488412643259
acs_span_traveltime,1,1,2805,697,68.9375,0.0,0.875,nan,16,-1,0.49803228855667053,0.5054580076308288,0.49803228855667053,0.49803228855667053,0.49803228855667053,0.5000716856476268,0.5026254549901579,0.5052968329579,0.5054580076308288,0.5058322022134052,nan,nan,0.49803228855667053,6.375,0.49803228855667053
acs_span_traveltime,1,1,2805,697,68.9375,0.375,0.375,nan,16,-1,0.49340895418557706,0.48911033541064064,0.49340895418557706,0.48911033541064064,0.4944657005245112,0.49438295272340355,0.49400737198520983,0.49256781107449626,0.49340895418557706,0.4944657005245112,nan,nan,0.49340895418557706,6.375,0.49340895418557706
acs_span_traveltime,1,1,2805,697,68.9375,0.75,0.5,nan,16,-1,0.5008161351518932,0.5003657023834122,0.5008161351518932,0.5003657023834122,0.5016586624796671,0.501177942556369,0.5022167863415291,0.5016586624796671,0.5008161351518932,0.5022167863415291,nan,nan,0.5008161351518932,6.375,0.5008161351518932
acs_span_traveltime,1,3,2805,72987,68.9375,0.0,0.0,nan,16,-1,0.4920490465625485,0.4268461979832979,0.4920490465625485,0.4920490465625485,0.4920490465625485,0.4724044492058488,0.44796433185017803,0.43480452357306754,0.4920490465625485,0.4920490465625485,nan,nan,0.4920490465625485,6.375,0.4920490465625485
acs_span_traveltime,1,3,2805,72987,68.9375,0.0,0.0,nan,16,-1,0.5174488412643259,0.42122217428457387,0.5174488412643259,0.5174488412643259,0.5174488412643259,0.48391778622919857,0.4532963128556178,0.4335404211142586,0.5174488412643259,0.5174488412643259,nan,nan,0.5174488412643259,6.375,0.5174488412643259
acs_span_traveltime,1,3,2805,72987,68.9375,0.0,0.0,nan,16,-1,0.49803228855667053,0.42871391453849383,0.49803228855667053,0.49803228855667053,0.49803228855667053,0.482955730480736,0.4558410375645375,0.43843330269395464,0.49803228855667053,0.49803228855667053,nan,nan,0.49803228855667053,6.375,0.49803228855667053
acs_span_traveltime,1,3,2805,72987,68.9375,0.125,0.125,nan,16,-1,0.49340895418557706,0.43016115500989105,0.49340895418557706,0.49340895418557706,0.5017298773141688,0.4923547595873725,0.45564797035728033,0.43780404911476567,0.49340895418557706,0.5017298773141688,nan,nan,0.49340895418557706,6.375,0.49340895418557706
acs_span_traveltime,1,3,2805,72987,68.9375,0.125,0.0,nan,16,-1,0.5008161351518932,0.42179300046832213,0.5008161351518932,0.5008161351518932,0.4925047714319171,0.47741733799990704,0.4505063986389687,0.43267061879270546,0.5008161351518932,0.5008161351518932,nan,nan,0.5008161351518932,6.375,0.5008161351518932
acs_span_traveltime,1,4,2805,16499,68.9375,0.0,0.25,nan,16,-1,0.4920490465625485,0.47496609488050645,0.4920490465625485,0.4920490465625485,0.4920490465625485,0.49329111147010685,0.4895496180633503,0.4835683785675272,0.4920490465625485,0.49329111147010685,nan,nan,0.4920490465625485,6.375,0.4920490465625485
acs_span_traveltime,1,4,2805,16499,68.9375,0.25,0.0,nan,16,-1,0.5174488412643259,0.4923921753742966,0.5174488412643259,0.5174488412643259,0.5136674195328352,0.5136674195328352,0.5081759940946717,0.5013858168172659,0.5174488412643259,0.5174488412643259,nan,nan,0.5174488412643259,6.375,0.5174488412643259
acs_span_traveltime,1,4,2805,16499,68.9375,0.125,0.375,nan,16,-1,0.49803228855667053,0.49354148464137126,0.49803228855667053,0.49803228855667053,0.5003967629389648,0.5021191631065098,0.5022616099877566,0.4998600365623927,0.49803228855667053,0.5025765414033352,nan,nan,0.49803228855667053,6.375,0.49803228855667053
acs_span_traveltime,1,4,2805,16499,68.9375,0.5,0.375,nan,16,-1,0.49340895418557706,0.4931123137671397,0.49340895418557706,0.4931123137671397,0.4992479717421715,0.4983040549540171,0.4992479717421715,0.49734944107382195,0.49340895418557706,0.49974243330614565,nan,nan,0.49340895418557706,6.375,0.49340895418557706
acs_span_traveltime,1,4,2805,16499,68.9375,0.5,0.25,nan,16,-1,0.5008161351518932,0.4899060911702824,0.5008161351518932,0.4899060911702824,0.49978038902764677,0.5031369252397655,0.49978038902764677,0.4960206498810405,0.5008161351518932,0.5031369252397655,nan,nan,0.5008161351518932,6.375,0.5008161351518932
acs_span_traveltime,1,1,2805,682,68.9375,1.0,0.375,nan,16,-1,0.4920490465625485,0.49124465982804205,0.4920490465625485,0.49124465982804205,0.49124465982804205,0.4933827791139126,0.494011306117735,0.4926541103903025,0.4920490465625485,0.49435367219490434,nan,nan,0.4920490465625485,6.375,0.4920490465625485
acs_span_traveltime,1,1,2805,682,68.9375,0.0,0.0,nan,16,-1,0.5174488412643259,0.5094937612735245,0.5174488412643259,0.5174488412643259,0.5174488412643259,0.516681119694523,0.5152449724650315,0.5126040489525513,0.5174488412643259,0.5174488412643259,nan,nan,0.5174488412643259,6.375,0.5174488412643259
acs_span_traveltime,1,1,2805,682,68.9375,0.0,1.0,nan,16,-1,0.49803228855667053,0.5040506159858338,0.49803228855667053,0.49803228855667053,0.49803228855667053,0.5005612545086112,0.50281429422164,0.5035809101302924,0.5040506159858338,0.5040506159858338,nan,nan,0.49803228855667053,6.375,0.49803228855667053
acs_span_traveltime,1,1,2805,682,68.9375,0.625,0.0,nan,16,-1,0.49340895418557706,0.4879991535421186,0.49340895418557706,0.49340895418557706,0.4917815169384094,0.4932433976593347,0.4920696617209088,0.49085365516263757,0.49340895418557706,0.49340895418557706,nan,nan,0.49340895418557706,6.375,0.49340895418557706
acs_span_traveltime,1,1,2805,682,68.9375,0.5,0.625,nan,16,-1,0.5008161351518932,0.5010611593795242,0.5008161351518932,0.5010611593795242,0.5020158935613643,0.5016920891457546,0.5020158935613643,0.5022851293906221,0.5010611593795242,0.5023448381562694,nan,nan,0.5008161351518932,6.375,0.5008161351518932
acs_span_traveltime,1,2,2805,3786,68.9375,0.375,0.0,nan,16,-1,0.4920490465625485,0.4507685831224352,0.4920490465625485,0.4920490465625485,0.48538751781980083,0.48977701920361877,0.4795536231672882,0.466069331991576,0.4920490465625485,0.4920490465625485,nan,nan,0.4920490465625485,6.375,0.4920490465625485
acs_span_traveltime,1,2,2805,3786,68.9375,0.5,0.0,nan,16,-1,0.5174488412643259,0.4651202433974075,0.5174488412643259,0.5174488412643259,0.5014311025236353,0.5125851973801658,0.5014311025236353,0.48646709717855896,0.5174488412643259,0.5174488412643259,nan,nan,0.5174488412643259,6.375,0.5174488412643259
acs_span_traveltime,1,2,2805,3786,68.9375,0.5,0.25,nan,16,-1,0.49803228855667053,0.47749723806839584,0.49803228855667053,0.49803228855667053,0.502045091652059,0.5030892604664474,0.502045091652059,0.49313270113147545,0.49803228855667053,0.5030892604664474,nan,nan,0.49803228855667053,6.375,0.49803228855667053
acs_span_traveltime,1,2,2805,3786,68.9375,0.5,0.375,nan,16,-1,0.49340895418557706,0.47409224144867923,0.49340895418557706,0.49340895418557706,0.49731759697414424,0.4977242182168877,0.49731759697414424,0.4887256152618248,0.49340895418557706,0.49796679678010175,nan,nan,0.49340895418557706,6.375,0.49340895418557706
acs_span_traveltime,1,2,2805,3786,68.9375,0.5,0.5,nan,16,-1,0.5008161351518932,0.4892068627417327,0.5008161351518932,0.5008161351518932,0.510412679207278,0.5071943112442187,0.510412679207278,0.5041001738948011,0.5008161351518932,0.510412679207278,nan,nan,0.5008161351518932,6.375,0.5008161351518932
acs_span_traveltime,1,3,2805,57644,68.9375,0.0,0.0,nan,16,-1,0.4920490465625485,0.4227244703480189,0.4920490465625485,0.4920490465625485,0.4920490465625485,0.46504623206538026,0.44109864198868826,0.4291964158249791,0.4920490465625485,0.4920490465625485,nan,nan,0.4920490465625485,6.375,0.4920490465625485
acs_span_traveltime,1,3,2805,57644,68.9375,0.0,0.0,nan,16,-1,0.5174488412643259,0.41428647893098425,0.5174488412643259,0.5174488412643259,0.5174488412643259,0.4737836724551781,0.4416103335290875,0.42405192830007715,0.5174488412643259,0.5174488412643259,nan,nan,0.5174488412643259,6.375,0.5174488412643259
acs_span_traveltime,1,3,2805,57644,68.9375,0.0,0.0,nan,16,-1,0.49803228855667053,0.4208242119990569,0.49803228855667053,0.49803228855667053,0.49803228855667053,0.4735050296630414,0.44332483682973567,0.4299111085783783,0.49803228855667053,0.49803228855667053,nan,nan,0.49803228855667053,6.375,0.49803228855667053
acs_span_traveltime,1,3,2805,57644,68.9375,0.125,0.125,nan,16,-1,0.49340895418557706,0.42536693174718576,0.49340895418557706,0.49340895418557706,0.5009697007929681,0.4855725883322093,0.4448681227481853,0.4329072445861088,0.49340895418557706,0.5009697007929681,nan,nan,0.49340895418557706,6.375,0.49340895418557706
acs_span_traveltime,1,3,2805,57644,68.9375,0.125,0.0,nan,16,-1,0.5008161351518932,0.41345137541505683,0.5008161351518932,0.5008161351518932,0.4881190737073925,0.47052327407805855,0.4407947537049846,0.4235302536276939,0.5008161351518932,0.5008161351518932,nan,nan,0.5008161351518932,6.375,0.5008161351518932
acs_span_traveltime,1,3,2805,3553,68.9375,0.375,0.25,nan,16,-1,0.4920490465625485,0.4817954843912468,0.4920490465625485,0.4920490465625485,0.4918417394980498,0.49309239810500305,0.49052488809442496,0.4855955295509899,0.4920490465625485,0.49309239810500305,nan,nan,0.4920490465625485,6.375,0.4920490465625485
acs_span_traveltime,1,3,2805,3553,68.9375,0.25,0.0,nan,16,-1,0.5174488412643259,0.48572993911290874,0.5174488412643259,0.5174488412643259,0.5103601131933674,0.5103601131933674,0.5034757674869512,0.49419654232529187,0.5174488412643259,0.5174488412643259,nan,nan,0.5174488412643259,6.375,0.5174488412643259
acs_span_traveltime,1,3,2805,3553,68.9375,0.125,0.125,nan,16,-1,0.49803228855667053,0.4860055218616395,0.49803228855667053,0.49803228855667053,0.49877865088131057,0.4979942912827291,0.4955933392365163,0.49282249932131467,0.49803228855667053,0.49877865088131057,nan,nan,0.49803228855667053,6.375,0.49803228855667053
acs_span_traveltime,1,3,2805,3553,68.9375,0.5,0.375,nan,16,-1,0.49340895418557706,0.487004531841591,0.49340895418557706,0.487004531841591,0.4974629395295152,0.49714378841445817,0.4974629395295152,0.49384548483668933,0.49340895418557706,0.49779101390041547,nan,nan,0.49340895418557706,6.375,0.49340895418557706
acs_span_traveltime,1,3,2805,3553,68.9375,0.375,0.125,nan,16,-1,0.5008161351518932,0.4868655291047123,0.5008161351518932,0.5008161351518932,0.5004896531749832,0.5013708249484161,0.4982233376488077,0.4923000972688393,0.5008161351518932,0.501599358216938,nan,nan,0.5008161351518932,6.375,0.5008161351518932
acs_span_traveltime,1,1,2805,252,68.9375,0.0,0.0,nan,16,-1,0.4920490465625485,0.4844414694463769,0.4920490465625485,0.4920490465625485,0.4920490465625485,0.4910418960112536,0.4897628130665095,0.4870171415247876,0.4920490465625485,0.4920490465625485,nan,nan,0.4920490465625485,6.375,0.4920490465625485
acs_span_traveltime,1,1,2805,252,68.9375,0.0,0.0,nan,16,-1,0.5174488412643259,0.5118046482235137,0.5174488412643259,0.5174488412643259,0.5174488412643259,0.5165210021541573,0.5155370209362186,0.5137026483198888,0.5174488412643259,0.5174488412643259,nan,nan,0.5174488412643259,6.375,0.5174488412643259
acs_span_traveltime,1,1,2805,252,68.9375,0.0,0.125,nan,16,-1,0.49803228855667053,0.49430791987709993,0.49803228855667053,0.49803228855667053,0.49803228855667053,0.49723190680342827,0.49654988061372174,0.4959941024870268,0.49803228855667053,0.4980508172762919,nan,nan,0.49803228855667053,6.375,0.49803228855667053
acs_span_traveltime,1,1,2805,252,68.9375,0.0,0.0,nan,16,-1,0.49340895418557706,0.4854041924068255,0.49340895418557706,0.49340895418557706,0.49340895418557706,0.4921541384827998,0.4901759374375982,0.4886290283853112,0.49340895418557706,0.49340895418557706,nan,nan,0.49340895418557706,6.375,0.49340895418557706
acs_span_traveltime,1,1,2805,252,68.9375,0.0,1.0,nan,16,-1,0.5008161351518932,0.5058827407372142,0.5008161351518932,0.5008161351518932,0.5008161351518932,0.5025003110184292,0.5037924920602913,0.5048154624903176,0.5058827407372142,0.5058827407372142,nan,nan,0.5008161351518932,6.375,0.5008161351518932
acs_span_traveltime,1,1,2805,359,68.9375,0.0,1.0,nan,16,-1,0.4920490465625485,0.4949835509959557,0.4920490465625485,0.4920490465625485,0.4920490465625485,0.4934132960812308,0.4944120419099892,0.4944635537619738,0.4949835509959557,0.4949835509959557,nan,nan,0.4920490465625485,6.375,0.4920490465625485
acs_span_traveltime,1,1,2805,359,68.9375,0.875,0.0,nan,16,-1,0.5174488412643259,0.5114017480009281,0.5174488412643259,0.5114017480009281,0.5129414086605829,0.516495625839244,0.5158836951781041,0.513439152566783,0.5174488412643259,0.5174488412643259,nan,nan,0.5174488412643259,6.375,0.5174488412643259
acs_span_traveltime,1,1,2805,359,68.9375,0.0,0.0,nan,16,-1,0.49803228855667053,0.4924535753632912,0.49803228855667053,0.49803228855667053,0.49803228855667053,0.49749135595033445,0.4963893780031795,0.4950481049872577,0.49803228855667053,0.49803228855667053,nan,nan,0.49803228855667053,6.375,0.49803228855667053
acs_span_traveltime,1,1,2805,359,68.9375,0.25,0.0,nan,16,-1,0.49340895418557706,0.48332911655692445,0.49340895418557706,0.49340895418557706,0.4916518613222595,0.4916518613222595,0.48993441988422115,0.48700565234714277,0.49340895418557706,0.49340895418557706,nan,nan,0.49340895418557706,6.375,0.49340895418557706
