dataset,target,seed,epv_target,k_partners,bias2,variance,auprc,n_draws
mimic4-9site,Surgical Intensive Care Unit (SICU),0,23.31,1,0.6696265581980774,0.5755508861105789,0.28522385482663964,24
mimic4-9site,Surgical Intensive Care Unit (SICU),0,23.31,2,1.2047892427296605,0.32787073310044695,0.27936180548185835,24
mimic4-9site,Surgical Intensive Care Unit (SICU),0,23.31,3,1.255354771609167,0.2952938654323599,0.2727528030888497,24
mimic4-9site,Surgical Intensive Care Unit (SICU),0,23.31,4,1.5163938003012687,0.12080419876610317,0.26251531622160856,24
mimic4-9site,Surgical Intensive Care Unit (SICU),1,23.31,0,0.12847357108330498,0.3666221335579489,0.3484334698075033,24
mimic4-9site,Surgical Intensive Care Unit (SICU),1,23.31,1,1.508774548299748,0.6478986175086893,0.3203417098150699,24
mimic4-9site,Surgical Intensive Care Unit (SICU),1,23.31,2,2.3829096789685242,0.3928675040755789,0.30352045258771754,24
mimic4-9site,Surgical Intensive Care Unit (SICU),1,23.31,3,3.025172036038232,0.24084285742961478,0.3024769356449571,24
mimic4-9site,Surgical Intensive Care Unit (SICU),1,23.31,4,3.8011185993919185,0.13593874264249298,0.3026282121349751,24
mimic4-9site,Trauma SICU (TSICU),0,15.79375,0,0.021113771195487796,0.5117422984644625,0.3792930537959239,24
mimic4-9site,Trauma SICU (TSICU),0,15.79375,1,0.5354641249614139,0.9336909538635965,0.36538903058461786,24
mimic4-9site,Trauma SICU (TSICU),0,15.79375,2,0.7514166778471019,0.7708893692547362,0.3483474797057568,24
mimic4-9site,Trauma SICU (TSICU),0,15.79375,3,1.3407802374777984,0.5714009612964511,0.32834064422354486,24
mimic4-9site,Trauma SICU (TSICU),0,15.79375,4,1.3987043977442584,0.3828024688561371,0.3247418330482848,24
mimic4-9site,Trauma SICU (TSICU),1,15.79375,0,0.16522906480803623,0.6475352582579789,0.3755507380606189,24
mimic4-9site,Trauma SICU (TSICU),1,15.79375,1,0.427666275435556,0.8040953722825052,0.37232091631211944,24
mimic4-9site,Trauma SICU (TSICU),1,15.79375,2,0.549820412684243,0.6130283198859944,0.36442299397981115,24
mimic4-9site,Trauma SICU (TSICU),1,15.79375,3,0.6854408175287809,0.378613403871408,0.3671466431987292,24
mimic4-9site,Trauma SICU (TSICU),1,15.79375,4,0.6408351496576761,0.21237061543009852,0.36290557876059476,24
