combiner,n,rho,p,epv_cut,acc,majority,helped_rate
lr_merge,1530,-0.34706802033801665,1.5137301286129631e-44,5.753846153846154,0.7130718954248366,0.7235294117647059,0.7235294117647059
lr_ensemble,1530,-0.42405825189939067,8.044911910782687e-68,5.153846153846154,0.7,0.7,0.7
lr_pooled,1530,-0.30106005487328846,2.0117593885317088e-33,5.753846153846154,0.7241830065359477,0.7411764705882353,0.7411764705882353
lr_fedavg5,1530,-0.4148626586888665,1.050102401581007e-64,5.153846153846154,0.6666666666666666,0.6169934640522876,0.6169934640522876
gb_ensemble,1530,-0.41511525342194594,8.648404362942071e-65,5.753846153846154,0.6967320261437908,0.7503267973856209,0.7503267973856209
gb_pooled,1530,-0.3520733814920302,7.097733258495003e-46,5.753846153846154,0.7045751633986929,0.742483660130719,0.742483660130719
